iteration,episode,ag1_iql_loss,ag2_iql_loss
2507,125350,15933259186943557632.00000,0.00065
2508,125400,15302569176539666432.00000,0.00067
2509,125450,15290941408420179968.00000,0.00074
2510,125500,15350075885742804992.00000,0.00070
2511,125550,14964379281276758016.00000,0.00072
2512,125600,15588572628126062592.00000,0.00071
2513,125650,15445821912645134336.00000,0.00067
2514,125700,15237055212145717248.00000,0.00072
2515,125750,15205398145548355584.00000,0.00081
2516,125800,15491529753182005248.00000,0.00081
2517,125850,15213387613676791808.00000,0.00064
2518,125900,15051174070939297792.00000,0.00078
2519,125950,14874842707015772160.00000,0.00066
2520,126000,15140979439377344512.00000,0.00064
2521,126050,15304680014613405696.00000,0.00072
2522,126100,15214542579528048640.00000,0.00070
2523,126150,15262454538408148992.00000,0.00068
2524,126200,15073511848752001024.00000,0.00067
2525,126250,14851790570120634368.00000,0.00082
2526,126300,14969637685155594240.00000,0.00065
2527,126350,14890262080439928832.00000,0.00068
2528,126400,15085838974516451328.00000,0.00066
2529,126450,14729634836464451584.00000,0.00066
2530,126500,14875300703558264832.00000,0.00065
2531,126550,14715830325241344000.00000,0.00084
2532,126600,14825025367348285440.00000,0.00069
2533,126650,15038038720681805824.00000,0.00065
2534,126700,14641694363699511296.00000,0.00070
2535,126750,14704105267424526336.00000,0.00067
2536,126800,14962095559404478464.00000,0.00069
2537,126850,14760891233948293120.00000,0.00068
2538,126900,14959016087151181824.00000,0.00088
2539,126950,14495376270869245952.00000,0.00069
2540,127000,14868498891522965504.00000,0.00073
2541,127050,14757795426224570368.00000,0.00071
2542,127100,14482245180914413568.00000,0.00091
2543,127150,14652979397275174912.00000,0.00062
2544,127200,14462752093551783936.00000,0.00066
2545,127250,14737365354341128192.00000,0.00066
2546,127300,14654683206594207744.00000,0.00069
2547,127350,14624747354588878848.00000,0.00071
2548,127400,14270004197491439616.00000,0.00072
2549,127450,14462702490678913024.00000,0.00066
2550,127500,14170149328118398976.00000,0.00064
2551,127550,14415232151678674944.00000,0.00060
2552,127600,13959047651455596544.00000,0.00066
2553,127650,13963982149845751808.00000,0.00065
2554,127700,14194315833054377984.00000,0.00068
2555,127750,14416524593877950464.00000,0.00069
2556,127800,14247450956757295104.00000,0.00068
2557,127850,14063701191794106368.00000,0.00064
2558,127900,14120099222620602368.00000,0.00084
2559,127950,14184297065916733440.00000,0.00068
2560,128000,13986585710219681792.00000,0.00072
2561,128050,13881887391565232128.00000,0.00067
2562,128100,13713211417357174784.00000,0.00071
2563,128150,13836135838965463040.00000,0.00068
2564,128200,14017331908500248576.00000,0.00064
2565,128250,13789715896914477056.00000,0.00071
2566,128300,13774276138053392384.00000,0.00068
2567,128350,14047555352109021184.00000,0.00073
2568,128400,13690563884543098880.00000,0.00069
2569,128450,13807460627853670400.00000,0.00067
2570,128500,13814505053579782144.00000,0.00070
2571,128550,13719804095015657472.00000,0.00081
2572,128600,13747298037397745664.00000,0.00070
2573,128650,13560481908749096960.00000,0.00073
2574,128700,13402855080873351168.00000,0.00068
2575,128750,13728982340245073920.00000,0.00069
2576,128800,13504297368333598720.00000,0.00074
2577,128850,13584479008259461120.00000,0.00070
2578,128900,13468057962043344896.00000,0.00076
2579,128950,13518958105757569024.00000,0.00071
2580,129000,13148077821154856960.00000,0.00073
2581,129050,13396874445261891584.00000,0.00069
2582,129100,13219104584893495296.00000,0.00069
2583,129150,13466552988401922048.00000,0.00071
2584,129200,13450349678488295424.00000,0.00073
2585,129250,13262218928783208448.00000,0.00072
2586,129300,13000597328199741440.00000,0.00078
2587,129350,13409140048309078016.00000,0.00076
2588,129400,13287593310940057600.00000,0.00072
2589,129450,13122751203052386304.00000,0.00070
2590,129500,12784072698497740800.00000,0.00078
2591,129550,13176730202899451904.00000,0.00078
2592,129600,12969512254596608000.00000,0.00077
2593,129650,13144108656145115136.00000,0.00076
2594,129700,13029733560502609920.00000,0.00093
2595,129750,13093815985289406464.00000,0.00085
2596,129800,13079394466292873216.00000,0.00070
2597,129850,12761800293798107136.00000,0.00074
2598,129900,12550283884474251264.00000,0.00072
2599,129950,12882217328755750912.00000,0.00075
2600,130000,12626605846119815168.00000,0.00073
2601,130050,12590046862664968192.00000,0.00079
2602,130100,12576091934567448576.00000,0.00088
2603,130150,12919621158537799680.00000,0.00069
2604,130200,12582352195598817280.00000,0.00071
2605,130250,12632278974583552000.00000,0.00076
2606,130300,12844797602905008128.00000,0.00090
2607,130350,12641474299842162688.00000,0.00080
2608,130400,12556699903172405248.00000,0.00076
2609,130450,12920354038500165632.00000,0.00071
2610,130500,12761807105630498816.00000,0.00073
2611,130550,12660166543751522304.00000,0.00090
2612,130600,12590670068268517376.00000,0.00072
2613,130650,12137121112604229632.00000,0.00076
2614,130700,12415723842904506368.00000,0.00076
2615,130750,12557447469361852416.00000,0.00072
2616,130800,12756114712606740480.00000,0.00067
2617,130850,12151221480415010816.00000,0.00073
2618,130900,12263904555863244800.00000,0.00069
2619,130950,12273055960491163648.00000,0.00070
2620,131000,12209866462421929984.00000,0.00070
2621,131050,12340714377970472960.00000,0.00067
2622,131100,12176549761700069376.00000,0.00073
2623,131150,12286106492798007296.00000,0.00070
2624,131200,12089825310989426688.00000,0.00105
2625,131250,12094311394263844864.00000,0.00067
2626,131300,12431880204623572992.00000,0.00066
2627,131350,12270151525860448256.00000,0.00075
2628,131400,12293008442277703680.00000,0.00089
2629,131450,11983271877629648896.00000,0.00094
2630,131500,12180115210465830912.00000,0.00065
2631,131550,12216168286761353216.00000,0.00072
2632,131600,11902721988082913280.00000,0.00069
2633,131650,11651202339467132928.00000,0.00093
2634,131700,11987747343848314880.00000,0.00074
2635,131750,11663313257154531328.00000,0.00069
2636,131800,11801726266934310912.00000,0.00079
2637,131850,11839317749887680512.00000,0.00073
2638,131900,11667121418558355456.00000,0.00076
2639,131950,11740039389808556032.00000,0.00075
2640,132000,11769623405630392320.00000,0.00070
2641,132050,11656643101656061952.00000,0.00080
2642,132100,11712893220071362560.00000,0.00082
2643,132150,11676846542811467776.00000,0.00077
2644,132200,11475192156538337280.00000,0.00073
2645,132250,11686762546926223360.00000,0.00068
2646,132300,11645361338393296896.00000,0.00075
2647,132350,11488039619589445632.00000,0.00073
2648,132400,11466809338933112832.00000,0.00085
2649,132450,11388200039014877184.00000,0.00077
2650,132500,11187978624283244544.00000,0.00075
2651,132550,11396908986053543936.00000,0.00071
2652,132600,11155191545566115840.00000,0.00065
2653,132650,11187348039593830400.00000,0.00070
2654,132700,11513061936909268992.00000,0.00077
2655,132750,11337237633835773952.00000,0.00073
2656,132800,11201381422939336704.00000,0.00065
2657,132850,11472023066849748992.00000,0.00071
2658,132900,11242670255015532544.00000,0.00069
2659,132950,11046823749813796864.00000,0.00070
2660,133000,11293553374685739008.00000,0.00073
2661,133050,11149638835572791296.00000,0.00075
2662,133100,11186598577710348288.00000,0.00080
2663,133150,11205007383570829312.00000,0.00088
2664,133200,11125375717331863552.00000,0.00073
2665,133250,11126697755692707840.00000,0.00109
2666,133300,10962104882482999296.00000,0.00076
2667,133350,10721333289649817600.00000,0.00078
2668,133400,11151295358102519808.00000,0.00086
2669,133450,10707318531446249472.00000,0.00090
2670,133500,10994446838956113920.00000,0.00069
2671,133550,11063625983632478208.00000,0.00067
2672,133600,10650700449154396160.00000,0.00067
2673,133650,10734061510570319872.00000,0.00067
2674,133700,10848650082611038208.00000,0.00070
2675,133750,10901497437191258112.00000,0.00070
2676,133800,10539220734583320576.00000,0.00072
2677,133850,10473059589713649664.00000,0.00072
2678,133900,10502816926326319104.00000,0.00071
2679,133950,10776223327227801600.00000,0.00073
2680,134000,10720524195653453824.00000,0.00070
2681,134050,10633507683403718656.00000,0.00068
2682,134100,10607472359165652992.00000,0.00070
2683,134150,10466026718080899072.00000,0.00073
2684,134200,10754089204455974912.00000,0.00069
2685,134250,10382450423414026240.00000,0.00067
2686,134300,10558281416688379904.00000,0.00071
2687,134350,10357064374378731520.00000,0.00072
2688,134400,10491284010811105280.00000,0.00069
2689,134450,10434292856349593600.00000,0.00069
2690,134500,10616524490275307520.00000,0.00077
2691,134550,10650597743536924672.00000,0.00072
2692,134600,10014146097671184384.00000,0.00074
2693,134650,10348157352646791168.00000,0.00070
2694,134700,10392875889223553024.00000,0.00076
2695,134750,10312873857754828800.00000,0.00061
2696,134800,10160739829456228352.00000,0.00070
2697,134850,10387533274460631040.00000,0.00074
2698,134900,10326194829756194816.00000,0.00091
2699,134950,10095320820361336832.00000,0.00076
2700,135000,10221361752688187392.00000,0.00070
2701,135050,10146622241245126656.00000,0.00075
2702,135100,10105906224552464384.00000,0.00076
2703,135150,9947154695825649664.00000,0.00078
2704,135200,9828972184678881280.00000,0.00072
2705,135250,10318939190021769216.00000,0.00070
2706,135300,9963386178463197184.00000,0.00077
2707,135350,10018854463455213568.00000,0.00069
2708,135400,9881013579952855040.00000,0.00066
2709,135450,9992760294386237440.00000,0.00072
2710,135500,9956549219275694080.00000,0.00077
2711,135550,9830398439780579328.00000,0.00071
2712,135600,9665945463018731520.00000,0.00073
2713,135650,9959974540890425344.00000,0.00074
2714,135700,9752185774768359424.00000,0.00077
2715,135750,9896637388270620672.00000,0.00073
2716,135800,9758001626316218368.00000,0.00069
2717,135850,9851067247181946880.00000,0.00072
2718,135900,9559384035051657216.00000,0.00069
2719,135950,9713972210946467840.00000,0.00069
2720,136000,9372110442799482880.00000,0.00075
2721,136050,9644203791009841152.00000,0.00068
2722,136100,9373718775800528896.00000,0.00069
2723,136150,9655828589687543808.00000,0.00074
2724,136200,9603719785675710464.00000,0.00074
2725,136250,9437652065251581952.00000,0.00081
2726,136300,9410415062642427904.00000,0.00073
2727,136350,9508984346711433216.00000,0.00073
2728,136400,9307761590419228672.00000,0.00076
2729,136450,9241747932024143872.00000,0.00074
2730,136500,9178438172112415744.00000,0.00069
2731,136550,9082645459957232640.00000,0.00073
2732,136600,9404106945736103936.00000,0.00074
2733,136650,9262970125694431232.00000,0.00080
2734,136700,9306806239976962048.00000,0.00075
2735,136750,9102860546196115456.00000,0.00080
2736,136800,9031330599735962624.00000,0.00069
2737,136850,9248695568787486720.00000,0.00088
2738,136900,9342556444939024384.00000,0.00075
2739,136950,9095001423730358272.00000,0.00075
2740,137000,8763719560118923264.00000,0.00070
2741,137050,8978681231503621120.00000,0.00071
2742,137100,9026263014715382784.00000,0.00071
2743,137150,8791993687771469824.00000,0.00066
2744,137200,9025994308505307136.00000,0.00069
2745,137250,8811107930270782464.00000,0.00073
2746,137300,9042936255749184512.00000,0.00068
2747,137350,9341109393314797568.00000,0.00074
2748,137400,8789268952252835840.00000,0.00073
2749,137450,9086653519315999744.00000,0.00072
2750,137500,8855628091792892928.00000,0.00067
2751,137550,8802307995749052416.00000,0.00073
2752,137600,8730078149489219584.00000,0.00069
2753,137650,8912898358102236160.00000,0.00081
2754,137700,8901179783579222016.00000,0.00077
2755,137750,8582736633441635328.00000,0.00077
2756,137800,8663470928612198400.00000,0.00071
2757,137850,8766308665869355008.00000,0.00072
2758,137900,8788688974108410880.00000,0.00063
2759,137950,8673512926526059520.00000,0.00064
2760,138000,8810423160806706176.00000,0.00064
2761,138050,8728381495656125440.00000,0.00070
2762,138100,8740517054893116416.00000,0.00071
2763,138150,8715243244901944320.00000,0.00075
2764,138200,8568334652845340672.00000,0.00091
2765,138250,8658277346326114304.00000,0.00068
2766,138300,8538821795122348032.00000,0.00088
2767,138350,8477931162302835712.00000,0.00070
2768,138400,8491195202230280192.00000,0.00073
2769,138450,8489686040699610112.00000,0.00069
2770,138500,8445770764321594368.00000,0.00068
2771,138550,8386862540369639424.00000,0.00072
2772,138600,8503124795286392832.00000,0.00067
2773,138650,8340116282217453568.00000,0.00070
2774,138700,8464814946067524608.00000,0.00068
2775,138750,8273349750613927936.00000,0.00093
2776,138800,8267282244760474624.00000,0.00069
2777,138850,8188169539433595904.00000,0.00072
2778,138900,8173869136753375232.00000,0.00071
2779,138950,8266688277160349696.00000,0.00071
2780,139000,8225546472042388480.00000,0.00074
2781,139050,8248428290291746816.00000,0.00066
2782,139100,8158060577092831232.00000,0.00070
2783,139150,8157748749894039552.00000,0.00073
2784,139200,8107945850927433728.00000,0.00069
2785,139250,8174141542470163456.00000,0.00072
2786,139300,8108562412055662592.00000,0.00075
2787,139350,8064624004794777600.00000,0.00095
2788,139400,7907281240032946176.00000,0.00093
2789,139450,7995365289737296896.00000,0.00079
2790,139500,8044724571954694144.00000,0.00076
2791,139550,8078914181760602112.00000,0.00093
2792,139600,7848424863642028032.00000,0.00070
2793,139650,7761243205866114048.00000,0.00073
2794,139700,7854657106101057536.00000,0.00077
2795,139750,7682015140522471424.00000,0.00070
2796,139800,7700799270473741312.00000,0.00071
2797,139850,7733636451640614912.00000,0.00066
2798,139900,7783573544057607168.00000,0.00077
2799,139950,7690473014333870080.00000,0.00091
2800,140000,7615513727008773120.00000,0.00072
2801,140050,7554482775301905408.00000,0.00070
2802,140100,7666642201587885056.00000,0.00070
2803,140150,7845189558363442176.00000,0.00067
2804,140200,7477843788239847424.00000,0.00071
2805,140250,7574783566790712320.00000,0.00075
2806,140300,7633485193762108416.00000,0.00073
2807,140350,7614169514328991744.00000,0.00070
2808,140400,7597547807292103680.00000,0.00070
2809,140450,7424817615886658560.00000,0.00072
2810,140500,7720258308051652608.00000,0.00081
2811,140550,7518564573720953856.00000,0.00076
2812,140600,7536365913259447296.00000,0.00082
2813,140650,7575856772306061312.00000,0.00071
2814,140700,7583354739224432640.00000,0.00069
2815,140750,7537358401692393472.00000,0.00073
2816,140800,7494179596439793664.00000,0.00068
2817,140850,7176672786675062784.00000,0.00078
2818,140900,7378781119605732352.00000,0.00073
2819,140950,7328178690909221888.00000,0.00072
2820,141000,7404545195814269952.00000,0.00074
2821,141050,7149065113472958464.00000,0.00075
2822,141100,7317940962816738304.00000,0.00065
2823,141150,7372152291945926656.00000,0.00075
2824,141200,7247982152380436480.00000,0.00075
2825,141250,7421564710924431360.00000,0.00094
2826,141300,7047643513439440896.00000,0.00073
2827,141350,7093235371898129408.00000,0.00072
2828,141400,7105690507988716544.00000,0.00068
2829,141450,7187091192614126592.00000,0.00069
2830,141500,7011001247259324416.00000,0.00069
2831,141550,7010562957530394624.00000,0.00074
2832,141600,7017116512937219072.00000,0.00076
2833,141650,7026333648128882688.00000,0.00072
2834,141700,7177463689911867392.00000,0.00071
2835,141750,7110950780547265536.00000,0.00073
2836,141800,6963028636274762752.00000,0.00069
2837,141850,7053361637804955648.00000,0.00075
2838,141900,6852664049985058816.00000,0.00079
2839,141950,6934338374962144256.00000,0.00069
2840,142000,6667678102351976448.00000,0.00071
2841,142050,6904027287778685952.00000,0.00070
2842,142100,6983855900495617024.00000,0.00075
2843,142150,6913597816519889920.00000,0.00066
2844,142200,6685758410417143808.00000,0.00072
2845,142250,6682370047818437632.00000,0.00074
2846,142300,6661212013708618752.00000,0.00093
2847,142350,6763679098943276032.00000,0.00072
2848,142400,6809783301330068480.00000,0.00076
2849,142450,6751002735983510528.00000,0.00089
2850,142500,6726196130447527936.00000,0.00071
2851,142550,6776620672070637568.00000,0.00069
2852,142600,6760518995029712896.00000,0.00072
2853,142650,6528798330839530496.00000,0.00080
2854,142700,6597100367780151296.00000,0.00074
2855,142750,6743111064983571456.00000,0.00072
2856,142800,6521914163916639232.00000,0.00070
2857,142850,6525341104223460352.00000,0.00074
2858,142900,6609867637903693824.00000,0.00074
2859,142950,6501734329483054080.00000,0.00073
2860,143000,6501631978546619392.00000,0.00064
2861,143050,6461223342105519104.00000,0.00069
2862,143100,6519374958519797760.00000,0.00069
2863,143150,6495010650764187648.00000,0.00065
2864,143200,6442743888882100224.00000,0.00064
2865,143250,6301774254274546688.00000,0.00070
2866,143300,6293745423221907456.00000,0.00074
2867,143350,6357156092481183744.00000,0.00072
2868,143400,6390220554171546624.00000,0.00070
2869,143450,6406668844154121216.00000,0.00065
2870,143500,6263642440148101120.00000,0.00063
2871,143550,6225993301243511808.00000,0.00066
2872,143600,6360492919511732224.00000,0.00064
2873,143650,6149223127990603776.00000,0.00073
2874,143700,6221669769201807360.00000,0.00074
2875,143750,6301751858031853568.00000,0.00063
2876,143800,6025518354313073664.00000,0.00069
2877,143850,6139570333753009152.00000,0.00070
2878,143900,6192124614671984640.00000,0.00067
2879,143950,6295208394930810880.00000,0.00071
2880,144000,6046205876629320704.00000,0.00075
2881,144050,6226292283324712960.00000,0.00071
2882,144100,6065306035659418624.00000,0.00074
2883,144150,5995619818900331520.00000,0.00076
2884,144200,6011616704162496512.00000,0.00069
2885,144250,6150476848328856576.00000,0.00062
2886,144300,6068465819160587264.00000,0.00064
2887,144350,5908508304220064768.00000,0.00071
2888,144400,5984652996016977920.00000,0.00076
2889,144450,6045176856756103168.00000,0.00068
2890,144500,5898048461794984960.00000,0.00067
2891,144550,5951283019042606080.00000,0.00074
2892,144600,5894199355525651456.00000,0.00067
2893,144650,5924688544236049408.00000,0.00075
2894,144700,5851422116496716800.00000,0.00072
2895,144750,5870276128507540480.00000,0.00070
2896,144800,5845725108109043712.00000,0.00070
2897,144850,5747411093714939904.00000,0.00089
2898,144900,5721404803058271232.00000,0.00096
2899,144950,5837718947427778560.00000,0.00075
2900,145000,5667236585052269568.00000,0.00082
2901,145050,5656376756340458496.00000,0.00074
2902,145100,5744388300472735744.00000,0.00070
2903,145150,5835403836110048256.00000,0.00069
2904,145200,5715144714276464640.00000,0.00073
2905,145250,5715616153191739392.00000,0.00072
2906,145300,5582517951031868416.00000,0.00073
2907,145350,5553683733772876800.00000,0.00066
2908,145400,5702978474309949440.00000,0.00067
2909,145450,5577311675012985856.00000,0.00075
2910,145500,5476932741103154176.00000,0.00070
2911,145550,5403809384172295168.00000,0.00069
2912,145600,5627635298504330240.00000,0.00065
2913,145650,5487501354356077568.00000,0.00077
2914,145700,5664790684152003584.00000,0.00075
2915,145750,5564879978015193088.00000,0.00076
2916,145800,5359803692541081600.00000,0.00070
2917,145850,5451028568288219136.00000,0.00068
2918,145900,5455636850452493312.00000,0.00071
2919,145950,5364370982452785152.00000,0.00076
2920,146000,5428826870347686912.00000,0.00067
2921,146050,5517725813954626560.00000,0.00071
2922,146100,5465199007077252096.00000,0.00067
2923,146150,5414876893189709824.00000,0.00073
2924,146200,5340040385559096320.00000,0.00071
2925,146250,5226180881283040256.00000,0.00069
2926,146300,5338432997736244224.00000,0.00062
2927,146350,5291705505521055744.00000,0.00090
2928,146400,5203095844625008640.00000,0.00071
2929,146450,5289584078677028864.00000,0.00067
2930,146500,5185154161318931456.00000,0.00062
2931,146550,5257406253736634368.00000,0.00060
2932,146600,5186010929219393536.00000,0.00093
2933,146650,5073873329935107072.00000,0.00059
2934,146700,5273357877155182592.00000,0.00069
2935,146750,5141906852042211328.00000,0.00073
2936,146800,5150913168868389888.00000,0.00073
2937,146850,5264588967747772416.00000,0.00071
2938,146900,5116980989470648320.00000,0.00073
2939,146950,5136421907920446464.00000,0.00070
2940,147000,4894332427443622912.00000,0.00065
2941,147050,5112590863103792128.00000,0.00064
2942,147100,5211295971191107584.00000,0.00068
2943,147150,5101227944636915712.00000,0.00064
2944,147200,5019610037832646656.00000,0.00064
2945,147250,4972860157042907136.00000,0.00072
2946,147300,4975084403267763200.00000,0.00084
2947,147350,4945907358792207360.00000,0.00086
2948,147400,4889015523528730624.00000,0.00073
2949,147450,4958980048047549440.00000,0.00065
2950,147500,4887910643409882112.00000,0.00072
2951,147550,5023426448308083712.00000,0.00068
2952,147600,4920374551501917184.00000,0.00071
2953,147650,4829952075934801920.00000,0.00072
2954,147700,4811574326788430848.00000,0.00065
2955,147750,4810349319976603648.00000,0.00067
2956,147800,4773252649083698176.00000,0.00066
2957,147850,4832827949899991040.00000,0.00074
2958,147900,4747252533859073024.00000,0.00067
2959,147950,4761865943486420992.00000,0.00071
2960,148000,4781725086579715072.00000,0.00076
2961,148050,4785308496710463488.00000,0.00072
2962,148100,4686896115102950400.00000,0.00068
2963,148150,4661613301412122624.00000,0.00065
2964,148200,4679084576912470016.00000,0.00091
2965,148250,4701257734158904320.00000,0.00073
2966,148300,4548479687491503616.00000,0.00073
2967,148350,4672359634658938880.00000,0.00062
2968,148400,4741646807468307456.00000,0.00087
2969,148450,4661579010386162688.00000,0.00064
2970,148500,4646685764529339392.00000,0.00071
2971,148550,4544475387069727744.00000,0.00066
2972,148600,4503125556818648064.00000,0.00077
2973,148650,4523067764296448000.00000,0.00071
2974,148700,4563024776386165760.00000,0.00069
2975,148750,4379831038323392000.00000,0.00073
2976,148800,4525473197367375360.00000,0.00065
2977,148850,4539186167268345856.00000,0.00062
2978,148900,4519796785130678784.00000,0.00065
2979,148950,4437490340025842176.00000,0.00069
2980,149000,4445398606395513856.00000,0.00070
2981,149050,4461648394843648512.00000,0.00075
2982,149100,4372560736986319360.00000,0.00096
2983,149150,4338141169677017600.00000,0.00073
2984,149200,4429010742908122112.00000,0.00070
2985,149250,4427278152772190208.00000,0.00073
2986,149300,4401309766465194496.00000,0.00066
2987,149350,4361973058141264896.00000,0.00069
2988,149400,4290787445875752960.00000,0.00087
2989,149450,4322739918188052480.00000,0.00088
2990,149500,4316496494911223808.00000,0.00070
2991,149550,4272569724980676608.00000,0.00072
2992,149600,4207938759349370368.00000,0.00072
2993,149650,4291451083195084800.00000,0.00073
2994,149700,4258283214559226368.00000,0.00071
2995,149750,4172882658113870336.00000,0.00074
2996,149800,4110537304519433216.00000,0.00065
2997,149850,4159402847071051264.00000,0.00067
2998,149900,4126344289727295488.00000,0.00067
2999,149950,4094342277615344640.00000,0.00075
3000,150000,4152294273305213440.00000,0.00072
3001,150050,4189709260756342784.00000,0.00072
3002,150100,4133308786352974336.00000,0.00071
3003,150150,4115718557434381312.00000,0.00072
3004,150200,4159609046825886208.00000,0.00067
3005,150250,4109228056576873984.00000,0.00067
3006,150300,4069223857731094528.00000,0.00074
3007,150350,3953677675853756928.00000,0.00088
3008,150400,4114898189146365952.00000,0.00067
3009,150450,3971241994552646656.00000,0.00064
3010,150500,3939932138048869888.00000,0.00072
3011,150550,3941060285847942144.00000,0.00090
3012,150600,3991485128652409856.00000,0.00076
3013,150650,3946516010487043072.00000,0.00061
3014,150700,4039043265891233280.00000,0.00061
3015,150750,3998283667561856512.00000,0.00066
3016,150800,3926749215272652800.00000,0.00066
3017,150850,3838510025189637632.00000,0.00068
3018,150900,3846679718303359488.00000,0.00065
3019,150950,3862339319841201152.00000,0.00069
3020,151000,3922324275728444928.00000,0.00087
3021,151050,3822351929120883712.00000,0.00070
3022,151100,3858122731603612672.00000,0.00065
3023,151150,3916511126993085440.00000,0.00083
3024,151200,3867224123493535232.00000,0.00067
3025,151250,3769918801521523200.00000,0.00072
3026,151300,3704429099383826944.00000,0.00069
3027,151350,3758507956267771392.00000,0.00068
3028,151400,3734497746025465344.00000,0.00064
3029,151450,3743728603075159552.00000,0.00064
3030,151500,3752822039055823360.00000,0.00072
3031,151550,3716216915083530752.00000,0.00070
3032,151600,3725992101983066112.00000,0.00064
3033,151650,3779724701354710528.00000,0.00069
3034,151700,3770333305520885248.00000,0.00071
3035,151750,3676829895655531008.00000,0.00070
3036,151800,3664388772001584128.00000,0.00061
3037,151850,3715348700789032448.00000,0.00073
3038,151900,3630779785890249216.00000,0.00072
3039,151950,3678726571413349888.00000,0.00073
3040,152000,3612384391838383104.00000,0.00073
3041,152050,3702788768195740672.00000,0.00063
3042,152100,3658553841731721216.00000,0.00071
3043,152150,3608326062659821056.00000,0.00072
3044,152200,3510223319559187968.00000,0.00093
3045,152250,3527991817346523648.00000,0.00074
3046,152300,3581888900779888128.00000,0.00066
3047,152350,3533290372689513984.00000,0.00090
3048,152400,3528721614449833472.00000,0.00066
3049,152450,3547142156286002176.00000,0.00065
3050,152500,3419873936997967360.00000,0.00072
3051,152550,3536360222629873664.00000,0.00068
3052,152600,3446884441190723072.00000,0.00068
3053,152650,3466419706516628480.00000,0.00081
3054,152700,3460645283546719744.00000,0.00073
3055,152750,3424785625882716672.00000,0.00074
3056,152800,3335069407634266624.00000,0.00068
3057,152850,3404932623436277248.00000,0.00064
3058,152900,3408150927875976192.00000,0.00075
3059,152950,3404743692677790720.00000,0.00079
3060,153000,3324542965017634304.00000,0.00078
3061,153050,3364072866728582144.00000,0.00074
3062,153100,3388846027265077248.00000,0.00071
3063,153150,3327113266827385856.00000,0.00068
3064,153200,3288644363012106752.00000,0.00070
3065,153250,3257439222518932480.00000,0.00068
3066,153300,3315862792383851008.00000,0.00086
3067,153350,3260948284241018880.00000,0.00070
3068,153400,3328164366295915520.00000,0.00074
3069,153450,3235052195231290368.00000,0.00066
3070,153500,3268622046437764608.00000,0.00067
3071,153550,3273849580434847232.00000,0.00072
3072,153600,3252292200258445312.00000,0.00070
3073,153650,3218587870385387520.00000,0.00074
3074,153700,3166226345896688128.00000,0.00074
3075,153750,3150658438415654912.00000,0.00071
3076,153800,3167732282005031936.00000,0.00073
3077,153850,3187307210536858112.00000,0.00074
3078,153900,3161882387462430208.00000,0.00082
3079,153950,3139291675900898816.00000,0.00076
3080,154000,3146433976853468160.00000,0.00073
3081,154050,3054141873696313856.00000,0.00066
3082,154100,3075633334935313408.00000,0.00076
3083,154150,3106426053767138304.00000,0.00071
3084,154200,3030495714289217024.00000,0.00065
3085,154250,3063250104619873280.00000,0.00072
3086,154300,3056263127280905216.00000,0.00073
3087,154350,3100888672189249536.00000,0.00065
3088,154400,3009363383443579904.00000,0.00072
3089,154450,2995654028019513856.00000,0.00073
3090,154500,3009111368106533376.00000,0.00069
3091,154550,2948388140970118656.00000,0.00068
3092,154600,3044018199602662400.00000,0.00087
3093,154650,3011893176193936384.00000,0.00075
3094,154700,2968832069917451776.00000,0.00070
3095,154750,3016634772080614912.00000,0.00072
3096,154800,2958341619986171904.00000,0.00072
3097,154850,2953371613021470208.00000,0.00120
3098,154900,2904036988191340032.00000,0.00073
3099,154950,2811038368446649856.00000,0.00069
3100,155000,2931123386103486464.00000,0.00092
3101,155050,2841314335303607296.00000,0.00077
3102,155100,2834775678785831424.00000,0.00069
3103,155150,2911930235811417600.00000,0.00074
3104,155200,2881786051101411840.00000,0.00075
3105,155250,2796873348598758912.00000,0.00071
3106,155300,2840320792714322944.00000,0.00077
3107,155350,2861356204885457920.00000,0.00073
3108,155400,2738116077447503872.00000,0.00081
3109,155450,2727113596290432000.00000,0.00075
3110,155500,2852615637970280448.00000,0.00070
3111,155550,2757403890258957312.00000,0.00067
3112,155600,2694767683987357696.00000,0.00074
3113,155650,2719453834650506752.00000,0.00068
3114,155700,2781234628502696448.00000,0.00074
3115,155750,2720649065817131008.00000,0.00088
3116,155800,2788599029009773568.00000,0.00065
3117,155850,2716494692039568896.00000,0.00072
3118,155900,2741999191685016576.00000,0.00069
3119,155950,2736500904394541568.00000,0.00091
3120,156000,2714590920366107648.00000,0.00076
3121,156050,2680464423016610304.00000,0.00070
3122,156100,2693935285028257792.00000,0.00068
3123,156150,2601103947660100096.00000,0.00069
3124,156200,2625681769940797440.00000,0.00062
3125,156250,2628268915120450048.00000,0.00090
3126,156300,2694897959045076992.00000,0.00059
3127,156350,2620574906169905664.00000,0.00063
3128,156400,2613386086186899456.00000,0.00059
3129,156450,2585829461787887616.00000,0.00067
3130,156500,2601822109203075072.00000,0.00072
3131,156550,2544881002777886720.00000,0.00076
3132,156600,2565819636012457472.00000,0.00067
3133,156650,2554687427126861824.00000,0.00062
3134,156700,2518681027536014336.00000,0.00067
3135,156750,2511841678794435584.00000,0.00068
3136,156800,2522603263579908096.00000,0.00066
3137,156850,2514127241182323200.00000,0.00066
3138,156900,2467419824412811776.00000,0.00068
3139,156950,2453439678347775488.00000,0.00065
3140,157000,2471119478767692800.00000,0.00064
3141,157050,2452322267261063680.00000,0.00086
