number,returns,variances,epsilon
0,[0.00000 0.04000],[0.00000 0.00640],0.999903296102219
50,[0.00000 0.00000],[0.00000 0.00000],0.9992948901400667
100,[0.04000 0.08000],[0.00640 0.02560],0.9986929865542588
150,[0.04000 0.08000],[0.00640 0.02560],0.9980125440908978
200,[0.08000 0.16000],[0.00960 0.03840],0.997343282027458
250,[0.00000 0.00000],[0.00000 0.00000],0.9966400454455643
300,[0.04000 0.08000],[0.00640 0.02560],0.9960022817033283
350,[0.04000 0.08000],[0.00640 0.02560],0.9953931933964045
400,[0.04000 0.08000],[0.00640 0.02560],0.9945623165148001
450,[0.04000 0.08000],[0.00640 0.02560],0.9938663805492256
500,[0.00000 0.04000],[0.00000 0.00640],0.993228104718639
550,[0.00000 0.00000],[0.00000 0.00000],0.992587953277466
600,[0.12000 0.24000],[0.00960 0.03840],0.9919596347157611
650,[0.16000 0.32000],[0.00640 0.02560],0.9913400835489078
700,[0.08000 0.16000],[0.00960 0.03840],0.9906661715884282
750,[0.12000 0.24000],[0.00960 0.03840],0.9900299509798229
800,[0.08000 0.20000],[0.00960 0.03200],0.989407808041188
850,[0.08000 0.20000],[0.00960 0.03200],0.9888035114072635
900,[0.04000 0.04000],[0.00640 0.00640],0.9881449754389346
950,[0.16000 0.32000],[0.00640 0.02560],0.9874254880998531
1000,[0.16000 0.32000],[0.00640 0.02560],0.9868102836469846
1050,[0.12000 0.24000],[0.00960 0.03840],0.9862143859967077
1100,[0.20000 0.40000],[0.00000 0.00000],0.9856309521077096
1150,[0.12000 0.24000],[0.00960 0.03840],0.98489893235312
1200,[0.12000 0.24000],[0.00960 0.03840],0.9843056998599957
1250,[0.12000 0.28000],[0.00960 0.02560],0.9837196199585149
1300,[0.12000 0.24000],[0.00960 0.03840],0.9831369073606854
1350,[0.16000 0.32000],[0.00640 0.02560],0.9824964729893958
1400,[0.16000 0.32000],[0.00640 0.02560],0.9819174995239845
1450,[0.12000 0.24000],[0.00960 0.03840],0.9812974418172536
1500,[0.16000 0.32000],[0.00640 0.02560],0.9807364878644765
1550,[0.16000 0.32000],[0.00640 0.02560],0.9800968649203793
1600,[0.20000 0.40000],[0.00000 0.00000],0.9794486380327556
1650,[0.12000 0.24000],[0.00960 0.03840],0.9788091037426931
1700,[0.20000 0.40000],[0.00000 0.00000],0.9782615856588537
1750,[0.20000 0.40000],[0.00000 0.00000],0.9776348321843392
1800,[0.16000 0.36000],[0.00640 0.00640],0.9770969703089711
1850,[0.16000 0.32000],[0.00640 0.02560],0.9765811411632948
1900,[0.20000 0.40000],[0.00000 0.00000],0.9759037796144361
1950,[0.16000 0.32000],[0.00640 0.02560],0.975273296877623
2000,[0.20000 0.40000],[0.00000 0.00000],0.9746574348279189
2050,[0.12000 0.28000],[0.00960 0.02560],0.9740778473735993
2100,[0.16000 0.32000],[0.00640 0.02560],0.9735090652606518
2150,[0.20000 0.40000],[0.00000 0.00000],0.972935387967534
2200,[0.20000 0.40000],[0.00000 0.00000],0.9723001065260589
2250,[0.20000 0.40000],[0.00000 0.00000],0.971716700120006
2300,[0.20000 0.40000],[0.00000 0.00000],0.9711053200272011
2350,[0.20000 0.40000],[0.00000 0.00000],0.97044590848245
2400,[0.16000 0.36000],[0.00640 0.00640],0.9698055533524265
2450,[0.20000 0.40000],[0.00000 0.00000],0.9691447928498612
2500,[0.20000 0.40000],[0.00000 0.00000],0.9685588193290318
2550,[0.20000 0.40000],[0.00000 0.00000],0.968006633292357
2600,[0.20000 0.40000],[0.00000 0.00000],0.9674198628908496
2650,[0.16000 0.32000],[0.00640 0.02560],0.9668393847631985
2700,[0.20000 0.40000],[0.00000 0.00000],0.966284470734269
2750,[0.16000 0.36000],[0.00640 0.00640],0.9657313576475564
2800,[0.20000 0.40000],[0.00000 0.00000],0.9651926365087146
2850,[0.12000 0.28000],[0.00960 0.02560],0.9645957261036602
2900,[0.20000 0.40000],[0.00000 0.00000],0.9639259378576647
2950,[0.20000 0.40000],[0.00000 0.00000],0.9632736193597532
3000,[0.08000 0.24000],[0.00960 0.02240],0.9627783890222269
3050,[0.16000 0.36000],[0.00640 0.00640],0.9623151727445594
3100,[0.20000 0.40000],[0.00000 0.00000],0.9618005033017122
3150,[0.18000 0.34000],[0.00960 0.00640],0.9612779931928943
3200,[0.20000 0.40000],[0.00000 0.00000],0.9607343823704303
3250,[0.16000 0.32000],[0.00640 0.02560],0.9601630743651159
3300,[0.20000 0.40000],[0.00000 0.00000],0.959602417346087
3350,[0.20000 0.40000],[0.00000 0.00000],0.9590752124173442
3400,[0.16000 0.32000],[0.00640 0.02560],0.9584629582249279
3450,[0.12000 0.28000],[0.00960 0.02560],0.957880502449975
3500,[0.20000 0.40000],[0.00000 0.00000],0.9573777573180604
3550,[0.20000 0.40000],[0.00000 0.00000],0.9567526342839641
3600,[0.20000 0.40000],[0.00000 0.00000],0.956163145129246
3650,[0.12000 0.32000],[0.00960 0.00960],0.9556143586901118
3700,[0.16000 0.36000],[0.00640 0.00640],0.9549793924032388
3750,[0.20000 0.40000],[0.00000 0.00000],0.9544107741088468
3800,[0.20000 0.40000],[0.00000 0.00000],0.9538717788801291
3850,[0.16000 0.32000],[0.00640 0.02560],0.9532562615705868
3900,[0.20000 0.40000],[0.00000 0.00000],0.9527179183428396
3950,[0.20000 0.40000],[0.00000 0.00000],0.9521689168269002
4000,[0.20000 0.40000],[0.00000 0.00000],0.9515581500777571
4050,[0.16000 0.36000],[0.00640 0.00640],0.9509696717374642
4100,[0.20000 0.40000],[0.00000 0.00000],0.9503786395589571
4150,[0.20000 0.40000],[0.00000 0.00000],0.9497602735237268
4200,[0.20000 0.40000],[0.00000 0.00000],0.9492107907026995
4250,[0.20000 0.40000],[0.00000 0.00000],0.9486128426834225
4300,[0.22000 0.38000],[0.00160 0.00160],0.9480574747356731
4350,[0.20000 0.40000],[0.00000 0.00000],0.9474711613409666
4400,[0.20000 0.40000],[0.00000 0.00000],0.9469811478895989
4450,[0.20000 0.40000],[0.00000 0.00000],0.9464855762095011
4500,[0.16000 0.36000],[0.00640 0.00640],0.945953234803052
4550,[0.20000 0.40000],[0.00000 0.00000],0.9453914421339955
4600,[0.16000 0.36000],[0.00640 0.00640],0.9449184596756276
4650,[0.16000 0.32000],[0.00640 0.02560],0.9443398860059495
4700,[0.20000 0.40000],[0.00000 0.00000],0.943742833324849
4750,[0.20000 0.40000],[0.00000 0.00000],0.9431671512114271
4800,[0.20000 0.40000],[0.00000 0.00000],0.9426243767938157
4850,[0.20000 0.40000],[0.00000 0.00000],0.9420623919206931
4900,[0.20000 0.40000],[0.00000 0.00000],0.9415845707388787
4950,[0.20000 0.40000],[0.00000 0.00000],0.9411236055633638
5000,[0.20000 0.40000],[0.00000 0.00000],0.9405978896148894
5050,[0.16000 0.36000],[0.00640 0.00640],0.9400731888663085
5100,[0.16000 0.36000],[0.00640 0.00640],0.939585559182572
5150,[0.20000 0.40000],[0.00000 0.00000],0.9390088094155146
5200,[0.20000 0.40000],[0.00000 0.00000],0.9384590641749492
5250,[0.16000 0.32000],[0.00640 0.02560],0.9379463549876569
5300,[0.20000 0.40000],[0.00000 0.00000],0.9373713308790323
5350,[0.20000 0.40000],[0.00000 0.00000],0.9368038495064765
5400,[0.16000 0.32000],[0.00640 0.02560],0.9362467719744834
5450,[0.20000 0.40000],[0.00000 0.00000],0.935651245410255
5500,[0.20000 0.40000],[0.00000 0.00000],0.93513002182371
5550,[0.20000 0.40000],[0.00000 0.00000],0.9345997632351016
5600,[0.16000 0.32000],[0.00640 0.02560],0.9340590515115738
5650,[0.20000 0.40000],[0.00000 0.00000],0.9334577519290675
5700,[0.20000 0.40000],[0.00000 0.00000],0.9329341699986933
5750,[0.20000 0.40000],[0.00000 0.00000],0.9324337828872972
5800,[0.16000 0.36000],[0.00640 0.00640],0.9319830201706145
5850,[0.16000 0.36000],[0.00640 0.00640],0.931368759882665
5900,[0.20000 0.40000],[0.00000 0.00000],0.9309449491365858
5950,[0.20000 0.40000],[0.00000 0.00000],0.9304677676697167
6000,[0.20000 0.40000],[0.00000 0.00000],0.9299494316450431
6050,[0.16000 0.32000],[0.00640 0.02560],0.9293365116740806
6100,[0.20000 0.40000],[0.00000 0.00000],0.9287817360498641
6150,[0.20000 0.40000],[0.00000 0.00000],0.9282009316694745
6200,[0.16000 0.36000],[0.00640 0.00640],0.9276781622600618
6250,[0.20000 0.40000],[0.00000 0.00000],0.9271756128042982
6300,[0.20000 0.40000],[0.00000 0.00000],0.9265709215314684
6350,[0.20000 0.40000],[0.00000 0.00000],0.9261158848449084
6400,[0.20000 0.40000],[0.00000 0.00000],0.9255587694368084
6450,[0.20000 0.40000],[0.00000 0.00000],0.9250147686307606
6500,[0.16000 0.32000],[0.00640 0.02560],0.9244696684488531
6550,[0.20000 0.40000],[0.00000 0.00000],0.9238617783118065
6600,[0.20000 0.40000],[0.00000 0.00000],0.9233627137120511
6650,[0.20000 0.40000],[0.00000 0.00000],0.9228504606416894
6700,[0.20000 0.40000],[0.00000 0.00000],0.9223384917534831
6750,[0.20000 0.40000],[0.00000 0.00000],0.9217970911834479
6800,[0.20000 0.40000],[0.00000 0.00000],0.9212821711142598
6850,[0.20000 0.40000],[0.00000 0.00000],0.9207406838956943
6900,[0.20000 0.40000],[0.00000 0.00000],0.9202270602405463
6950,[0.20000 0.40000],[0.00000 0.00000],0.9196763108272858
7000,[0.20000 0.40000],[0.00000 0.00000],0.9191971447698072
7050,[0.20000 0.40000],[0.00000 0.00000],0.9187118821067327
7100,[0.20000 0.40000],[0.00000 0.00000],0.9182896018662701
7150,[0.20000 0.40000],[0.00000 0.00000],0.9177512823412446
7200,[0.20000 0.40000],[0.00000 0.00000],0.9171823034756851
7250,[0.20000 0.40000],[0.00000 0.00000],0.9166305621637552
7300,[0.20000 0.40000],[0.00000 0.00000],0.9160896995697253
7350,[0.20000 0.40000],[0.00000 0.00000],0.9156334851914474
7400,[0.20000 0.40000],[0.00000 0.00000],0.9150967227345469
7450,[0.16000 0.36000],[0.00640 0.00640],0.9145111396917376
7500,[0.20000 0.40000],[0.00000 0.00000],0.9140788633340298
7550,[0.20000 0.40000],[0.00000 0.00000],0.913614534384568
7600,[0.20000 0.40000],[0.00000 0.00000],0.9131448343687675
7650,[0.20000 0.40000],[0.00000 0.00000],0.9126109317166716
7700,[0.20000 0.40000],[0.00000 0.00000],0.9120759411403923
7750,[0.20000 0.40000],[0.00000 0.00000],0.9116357196393412
7800,[0.20000 0.40000],[0.00000 0.00000],0.911140462174373
7850,[0.20000 0.40000],[0.00000 0.00000],0.9106377853881086
7900,[0.20000 0.40000],[0.00000 0.00000],0.9100690256495352
7950,[0.20000 0.40000],[0.00000 0.00000],0.9095962614219825
8000,[0.20000 0.40000],[0.00000 0.00000],0.9091307205961779
8050,[0.20000 0.40000],[0.00000 0.00000],0.9086793666757079
8100,[0.20000 0.40000],[0.00000 0.00000],0.9081822300015325
8150,[0.20000 0.40000],[0.00000 0.00000],0.907718109590841
8200,[0.20000 0.40000],[0.00000 0.00000],0.9071832021240206
8250,[0.20000 0.40000],[0.00000 0.00000],0.90670497778446
8300,[0.20000 0.40000],[0.00000 0.00000],0.9062304833236194
8350,[0.20000 0.40000],[0.00000 0.00000],0.905709660400158
8400,[0.20000 0.40000],[0.00000 0.00000],0.9052141484463796
8450,[0.20000 0.40000],[0.00000 0.00000],0.9046480818214654
8500,[0.20000 0.40000],[0.00000 0.00000],0.9041212289120533
8550,[0.16000 0.32000],[0.00640 0.02560],0.9035066082384833
8600,[0.20000 0.40000],[0.00000 0.00000],0.9030074499703109
8650,[0.20000 0.40000],[0.00000 0.00000],0.9025293487379762
8700,[0.20000 0.40000],[0.00000 0.00000],0.9020459618545251
8750,[0.16000 0.32000],[0.00640 0.02560],0.9015303116282775
8800,[0.20000 0.40000],[0.00000 0.00000],0.9010357030459182
8850,[0.20000 0.40000],[0.00000 0.00000],0.900580764572958
8900,[0.16000 0.32000],[0.00640 0.02560],0.9000535171349109
8950,[0.20000 0.40000],[0.00000 0.00000],0.8995472909786605
9000,[0.20000 0.40000],[0.00000 0.00000],0.8991027651784527
9050,[0.20000 0.40000],[0.00000 0.00000],0.8986529410979219
9100,[0.12000 0.24000],[0.00960 0.03840],0.8981309583457157
9150,[0.20000 0.40000],[0.00000 0.00000],0.8977084917136524
9200,[0.20000 0.40000],[0.00000 0.00000],0.8971794827953867
9250,[0.20000 0.40000],[0.00000 0.00000],0.8967079084428553
9300,[0.12000 0.24000],[0.00960 0.03840],0.8961512880298409
9350,[0.20000 0.40000],[0.00000 0.00000],0.8955613314312794
9400,[0.20000 0.40000],[0.00000 0.00000],0.8951496921984009
9450,[0.16000 0.32000],[0.00640 0.02560],0.8946180712722451
9500,[0.20000 0.40000],[0.00000 0.00000],0.8941533335331284
9550,[0.20000 0.40000],[0.00000 0.00000],0.8936716890930088
9600,[0.20000 0.40000],[0.00000 0.00000],0.8931759076846464
9650,[0.20000 0.40000],[0.00000 0.00000],0.8926906787425576
9700,[0.20000 0.40000],[0.00000 0.00000],0.8921892785219064
9750,[0.20000 0.40000],[0.00000 0.00000],0.8917497576876273
9800,[0.20000 0.40000],[0.00000 0.00000],0.8913001918435546
9850,[0.20000 0.40000],[0.00000 0.00000],0.8908146144554521
9900,[0.20000 0.40000],[0.00000 0.00000],0.8902855680909224
9950,[0.20000 0.40000],[0.00000 0.00000],0.8898360574272756
10000,[0.20000 0.40000],[0.00000 0.00000],0.8893471820901895
10050,[0.20000 0.40000],[0.00000 0.00000],0.888837426643266
10100,[0.20000 0.40000],[0.00000 0.00000],0.8883163725658122
10150,[0.20000 0.40000],[0.00000 0.00000],0.887784040074645
10200,[0.20000 0.40000],[0.00000 0.00000],0.8873051454846248
10250,[0.20000 0.40000],[0.00000 0.00000],0.8868714342181045
10300,[0.20000 0.40000],[0.00000 0.00000],0.8863610568946513
10350,[0.20000 0.40000],[0.00000 0.00000],0.8858632118514725
10400,[0.20000 0.40000],[0.00000 0.00000],0.8853846738497507
10450,[0.20000 0.40000],[0.00000 0.00000],0.8849831462353059
10500,[0.20000 0.40000],[0.00000 0.00000],0.8845369917040643
10550,[0.20000 0.40000],[0.00000 0.00000],0.883997425090363
10600,[0.20000 0.40000],[0.00000 0.00000],0.8834473384108488
10650,[0.20000 0.40000],[0.00000 0.00000],0.8829951808757717
10700,[0.20000 0.40000],[0.00000 0.00000],0.882585930541182
10750,[0.20000 0.40000],[0.00000 0.00000],0.8820841126421864
10800,[0.20000 0.40000],[0.00000 0.00000],0.8816096460661171
10850,[0.20000 0.40000],[0.00000 0.00000],0.8812050959888656
10900,[0.16000 0.32000],[0.00640 0.02560],0.880690543997166
10950,[0.20000 0.40000],[0.00000 0.00000],0.880201964126545
11000,[0.20000 0.40000],[0.00000 0.00000],0.8797116296917047
11050,[0.20000 0.40000],[0.00000 0.00000],0.8792114460535358
11100,[0.20000 0.40000],[0.00000 0.00000],0.8787607820181317
11150,[0.20000 0.40000],[0.00000 0.00000],0.878255746303779
11200,[0.20000 0.40000],[0.00000 0.00000],0.8777469586568544
11250,[0.20000 0.40000],[0.00000 0.00000],0.8772714583440119
11300,[0.20000 0.40000],[0.00000 0.00000],0.8767343049401805
11350,[0.20000 0.40000],[0.00000 0.00000],0.8763380455509635
11400,[0.20000 0.40000],[0.00000 0.00000],0.8758942325289368
11450,[0.20000 0.40000],[0.00000 0.00000],0.8754257830963439
11500,[0.20000 0.40000],[0.00000 0.00000],0.8749481824856686
11550,[0.20000 0.40000],[0.00000 0.00000],0.8745137990868613
11600,[0.20000 0.40000],[0.00000 0.00000],0.8740420628217631
11650,[0.20000 0.40000],[0.00000 0.00000],0.8735893549512034
11700,[0.20000 0.40000],[0.00000 0.00000],0.8731181173561361
11750,[0.16000 0.36000],[0.00640 0.00640],0.8725935530901258
11800,[0.20000 0.40000],[0.00000 0.00000],0.8721054489763292
11850,[0.20000 0.40000],[0.00000 0.00000],0.8716751530400311
11900,[0.20000 0.40000],[0.00000 0.00000],0.8711802074114396
11950,[0.20000 0.40000],[0.00000 0.00000],0.8706728456692092
12000,[0.20000 0.40000],[0.00000 0.00000],0.8702365772397174
12050,[0.20000 0.40000],[0.00000 0.00000],0.8697698185110536
12100,[0.20000 0.40000],[0.00000 0.00000],0.8692872971211107
12150,[0.20000 0.40000],[0.00000 0.00000],0.8687877059467415
12200,[0.20000 0.40000],[0.00000 0.00000],0.8683357201378173
12250,[0.20000 0.40000],[0.00000 0.00000],0.8679332641655779
12300,[0.20000 0.40000],[0.00000 0.00000],0.8674624144058939
12350,[0.20000 0.40000],[0.00000 0.00000],0.8669425788582046
12400,[0.20000 0.40000],[0.00000 0.00000],0.8664656161457992
12450,[0.20000 0.40000],[0.00000 0.00000],0.8660746626533835
12500,[0.20000 0.40000],[0.00000 0.00000],0.865682556688227
12550,[0.20000 0.40000],[0.00000 0.00000],0.8651896855978514
12600,[0.20000 0.40000],[0.00000 0.00000],0.8648139106107412
12650,[0.20000 0.40000],[0.00000 0.00000],0.8644077792494885
12700,[0.20000 0.40000],[0.00000 0.00000],0.8639169601064081
12750,[0.20000 0.40000],[0.00000 0.00000],0.8634979946826035
12800,[0.20000 0.40000],[0.00000 0.00000],0.8630580346913831
12850,[0.20000 0.40000],[0.00000 0.00000],0.8626474310521721
12900,[0.20000 0.40000],[0.00000 0.00000],0.8622615093878868
12950,[0.20000 0.40000],[0.00000 0.00000],0.8618268097202527
13000,[0.20000 0.40000],[0.00000 0.00000],0.8614207588217763
13050,[0.20000 0.40000],[0.00000 0.00000],0.8609501380413589
13100,[0.20000 0.40000],[0.00000 0.00000],0.8605022297181624
13150,[0.20000 0.40000],[0.00000 0.00000],0.8600400319835283
13200,[0.20000 0.40000],[0.00000 0.00000],0.859556311014358
13250,[0.20000 0.40000],[0.00000 0.00000],0.8591249533487998
13300,[0.20000 0.40000],[0.00000 0.00000],0.8586891986641263
13350,[0.20000 0.40000],[0.00000 0.00000],0.8582339032040966
13400,[0.20000 0.40000],[0.00000 0.00000],0.8577906998861091
13450,[0.20000 0.40000],[0.00000 0.00000],0.8573450932934177
13500,[0.20000 0.40000],[0.00000 0.00000],0.8569352344425261
13550,[0.20000 0.40000],[0.00000 0.00000],0.8564526023839615
13600,[0.20000 0.40000],[0.00000 0.00000],0.8560740515090511
13650,[0.20000 0.40000],[0.00000 0.00000],0.8555610405519889
13700,[0.20000 0.40000],[0.00000 0.00000],0.8551992933316194
13750,[0.20000 0.40000],[0.00000 0.00000],0.8547793070750447
13800,[0.20000 0.40000],[0.00000 0.00000],0.8544172345965063
13850,[0.20000 0.40000],[0.00000 0.00000],0.8540297509138967
13900,[0.20000 0.40000],[0.00000 0.00000],0.8535978908746779
13950,[0.20000 0.40000],[0.00000 0.00000],0.8531675588751452
14000,[0.20000 0.40000],[0.00000 0.00000],0.8527165000743473
14050,[0.20000 0.40000],[0.00000 0.00000],0.8523003497661543
14100,[0.20000 0.40000],[0.00000 0.00000],0.8518425574708117
14150,[0.20000 0.40000],[0.00000 0.00000],0.8513817437629536
14200,[0.20000 0.40000],[0.00000 0.00000],0.8509446914833012
14250,[0.20000 0.40000],[0.00000 0.00000],0.8505405036338763
14300,[0.20000 0.40000],[0.00000 0.00000],0.850098663385642
14350,[0.20000 0.40000],[0.00000 0.00000],0.8497190078333978
14400,[0.20000 0.40000],[0.00000 0.00000],0.8492978017615486
14450,[0.20000 0.40000],[0.00000 0.00000],0.8488409707016873
14500,[0.20000 0.40000],[0.00000 0.00000],0.8484045715395182
14550,[0.20000 0.40000],[0.00000 0.00000],0.8479775085414158
14600,[0.20000 0.40000],[0.00000 0.00000],0.8475409027834039
14650,[0.20000 0.40000],[0.00000 0.00000],0.8471402823004351
14700,[0.20000 0.40000],[0.00000 0.00000],0.8466950094895977
14750,[0.20000 0.40000],[0.00000 0.00000],0.8462850455755724
14800,[0.20000 0.40000],[0.00000 0.00000],0.8458038675181978
14850,[0.20000 0.40000],[0.00000 0.00000],0.8453664343917744
14900,[0.20000 0.40000],[0.00000 0.00000],0.8449272819779582
14950,[0.20000 0.40000],[0.00000 0.00000],0.8444650239425209
15000,[0.20000 0.40000],[0.00000 0.00000],0.8440788143727459
15050,[0.20000 0.40000],[0.00000 0.00000],0.8436843632191132
15100,[0.20000 0.40000],[0.00000 0.00000],0.8433211649262157
15150,[0.20000 0.40000],[0.00000 0.00000],0.8429678279567219
15200,[0.20000 0.40000],[0.00000 0.00000],0.8425253949279848
15250,[0.20000 0.40000],[0.00000 0.00000],0.8421607564111518
15300,[0.20000 0.40000],[0.00000 0.00000],0.8417400666646504
15350,[0.20000 0.40000],[0.00000 0.00000],0.8413144211905734
15400,[0.20000 0.40000],[0.00000 0.00000],0.8407708899225617
15450,[0.20000 0.40000],[0.00000 0.00000],0.8403689544668118
15500,[0.20000 0.40000],[0.00000 0.00000],0.8399878417691244
15550,[0.20000 0.40000],[0.00000 0.00000],0.8395630823483857
15600,[0.20000 0.40000],[0.00000 0.00000],0.8392119640691753
15650,[0.20000 0.40000],[0.00000 0.00000],0.838823006366433
15700,[0.20000 0.40000],[0.00000 0.00000],0.8384573960516338
15750,[0.24000 0.36000],[0.00640 0.00640],0.8380584962739787
15800,[0.20000 0.40000],[0.00000 0.00000],0.8376829319896499
15850,[0.20000 0.40000],[0.00000 0.00000],0.8372207817706209
15900,[0.20000 0.40000],[0.00000 0.00000],0.8368083401673234
15950,[0.20000 0.40000],[0.00000 0.00000],0.8363774851788498
16000,[0.20000 0.40000],[0.00000 0.00000],0.836009090798589
16050,[0.20000 0.40000],[0.00000 0.00000],0.8355497879611066
16100,[0.20000 0.40000],[0.00000 0.00000],0.8351554765121677
16150,[0.20000 0.40000],[0.00000 0.00000],0.8347402082144016
16200,[0.20000 0.40000],[0.00000 0.00000],0.8342963303304163
16250,[0.20000 0.40000],[0.00000 0.00000],0.83388980963151
16300,[0.20000 0.40000],[0.00000 0.00000],0.83350075969344
16350,[0.20000 0.40000],[0.00000 0.00000],0.8330869535959452
16400,[0.20000 0.40000],[0.00000 0.00000],0.8327391828847417
16450,[0.20000 0.40000],[0.00000 0.00000],0.8323583360379945
16500,[0.20000 0.40000],[0.00000 0.00000],0.8320147010474052
16550,[0.20000 0.40000],[0.00000 0.00000],0.8316322706305693
16600,[0.20000 0.40000],[0.00000 0.00000],0.8311804760362311
16650,[0.20000 0.40000],[0.00000 0.00000],0.8307684595224396
16700,[0.20000 0.40000],[0.00000 0.00000],0.8303815031863121
16750,[0.20000 0.40000],[0.00000 0.00000],0.8299902677876859
16800,[0.20000 0.40000],[0.00000 0.00000],0.8295909391293701
16850,[0.20000 0.40000],[0.00000 0.00000],0.8291828926505376
16900,[0.20000 0.40000],[0.00000 0.00000],0.8288087613039578
16950,[0.20000 0.40000],[0.00000 0.00000],0.8284449723850221
17000,[0.20000 0.40000],[0.00000 0.00000],0.8280171524641827
17050,[0.20000 0.40000],[0.00000 0.00000],0.8276359242615626
17100,[0.20000 0.40000],[0.00000 0.00000],0.8272091570501026
17150,[0.20000 0.40000],[0.00000 0.00000],0.8268105318515409
17200,[0.20000 0.40000],[0.00000 0.00000],0.8263975100972015
17250,[0.20000 0.40000],[0.00000 0.00000],0.8260633102716857
17300,[0.20000 0.40000],[0.00000 0.00000],0.8256481269442237
17350,[0.20000 0.40000],[0.00000 0.00000],0.8252553212324362
17400,[0.20000 0.40000],[0.00000 0.00000],0.8248544720689782
17450,[0.20000 0.40000],[0.00000 0.00000],0.8244411618722964
17500,[0.24000 0.36000],[0.00640 0.00640],0.8240419731185936
17550,[0.20000 0.40000],[0.00000 0.00000],0.8235753383066703
17600,[0.20000 0.40000],[0.00000 0.00000],0.8231298160654793
17650,[0.20000 0.40000],[0.00000 0.00000],0.8227255790498267
17700,[0.20000 0.40000],[0.00000 0.00000],0.8223594107323761
17750,[0.20000 0.40000],[0.00000 0.00000],0.8220249511524987
17800,[0.20000 0.40000],[0.00000 0.00000],0.8216256710684636
17850,[0.20000 0.40000],[0.00000 0.00000],0.8212228030462503
17900,[0.20000 0.40000],[0.00000 0.00000],0.8208579335968826
17950,[0.20000 0.40000],[0.00000 0.00000],0.8204755933974854
18000,[0.20000 0.40000],[0.00000 0.00000],0.820066365597899
18050,[0.20000 0.40000],[0.00000 0.00000],0.8197290636156928
18100,[0.20000 0.40000],[0.00000 0.00000],0.8193529090925536
18150,[0.20000 0.40000],[0.00000 0.00000],0.8190184150381624
18200,[0.20000 0.40000],[0.00000 0.00000],0.8186708620166007
18250,[0.20000 0.40000],[0.00000 0.00000],0.8182782355043522
18300,[0.20000 0.40000],[0.00000 0.00000],0.8178977246393091
18350,[0.20000 0.40000],[0.00000 0.00000],0.8175393523846414
18400,[0.20000 0.40000],[0.00000 0.00000],0.8171598123037134
18450,[0.20000 0.40000],[0.00000 0.00000],0.816781702228364
18500,[0.20000 0.40000],[0.00000 0.00000],0.8164000074396485
18550,[0.20000 0.40000],[0.00000 0.00000],0.8159940650122558
18600,[0.20000 0.40000],[0.00000 0.00000],0.8156046002624155
18650,[0.20000 0.40000],[0.00000 0.00000],0.8151902937486044
18700,[0.20000 0.40000],[0.00000 0.00000],0.8147780737857118
18750,[0.20000 0.40000],[0.00000 0.00000],0.81444544737003
18800,[0.20000 0.40000],[0.00000 0.00000],0.8140848387665436
18850,[0.20000 0.40000],[0.00000 0.00000],0.8136182221412525
18900,[0.20000 0.40000],[0.00000 0.00000],0.8132685912496884
18950,[0.20000 0.40000],[0.00000 0.00000],0.8127999470887391
19000,[0.20000 0.40000],[0.00000 0.00000],0.8124039007553793
19050,[0.20000 0.40000],[0.00000 0.00000],0.8120149030604893
19100,[0.20000 0.40000],[0.00000 0.00000],0.81164664910653
19150,[0.20000 0.40000],[0.00000 0.00000],0.8112742034146495
19200,[0.20000 0.40000],[0.00000 0.00000],0.8108820123865905
19250,[0.20000 0.40000],[0.00000 0.00000],0.8104769475036251
19300,[0.20000 0.40000],[0.00000 0.00000],0.8100919813152242
19350,[0.20000 0.40000],[0.00000 0.00000],0.8097227349609347
19400,[0.20000 0.40000],[0.00000 0.00000],0.8093455813278023
19450,[0.20000 0.40000],[0.00000 0.00000],0.8089307289650932
19500,[0.20000 0.40000],[0.00000 0.00000],0.8085421531458079
19550,[0.20000 0.40000],[0.00000 0.00000],0.8081978051282579
19600,[0.20000 0.40000],[0.00000 0.00000],0.8078474032824778
19650,[0.20000 0.40000],[0.00000 0.00000],0.8074680243645943
19700,[0.20000 0.40000],[0.00000 0.00000],0.8070943988008593
19750,[0.20000 0.40000],[0.00000 0.00000],0.8067711013552705
19800,[0.20000 0.40000],[0.00000 0.00000],0.8064070823177257
19850,[0.20000 0.40000],[0.00000 0.00000],0.8059795079589398
19900,[0.20000 0.40000],[0.00000 0.00000],0.8056146094271021
19950,[0.20000 0.40000],[0.00000 0.00000],0.8052288626012352
20000,[0.20000 0.40000],[0.00000 0.00000],0.8048093254935414
20050,[0.20000 0.40000],[0.00000 0.00000],0.8044319907329329
20100,[0.20000 0.40000],[0.00000 0.00000],0.8040104004012784
20150,[0.20000 0.40000],[0.00000 0.00000],0.8036611972116462
20200,[0.20000 0.40000],[0.00000 0.00000],0.8032942655084176
20250,[0.20000 0.40000],[0.00000 0.00000],0.8029287338772841
20300,[0.20000 0.40000],[0.00000 0.00000],0.802570144498189
20350,[0.20000 0.40000],[0.00000 0.00000],0.8022486593311403
20400,[0.20000 0.40000],[0.00000 0.00000],0.8018879117838804
20450,[0.20000 0.40000],[0.00000 0.00000],0.8014910307734523
20500,[0.20000 0.40000],[0.00000 0.00000],0.8011527602724052
20550,[0.20000 0.40000],[0.00000 0.00000],0.8007888177413319
20600,[0.20000 0.40000],[0.00000 0.00000],0.8004950793809487
