number,returns,variances,epsilon
66450,[0.20000 0.40000],[0.00000 0.00000],0.570850431064193
66500,[0.20000 0.40000],[0.00000 0.00000],0.5706730103626053
66550,[0.20000 0.40000],[0.00000 0.00000],0.5705166630269382
66600,[0.20000 0.40000],[0.00000 0.00000],0.5703183343697177
66650,[0.20000 0.40000],[0.00000 0.00000],0.5701760880749367
66700,[0.20000 0.40000],[0.00000 0.00000],0.5700036893732863
66750,[0.20000 0.40000],[0.00000 0.00000],0.5698510244154055
66800,[0.20000 0.40000],[0.00000 0.00000],0.569668667463594
66850,[0.20000 0.40000],[0.00000 0.00000],0.5695042901240545
66900,[0.20000 0.40000],[0.00000 0.00000],0.5693578768646455
66950,[0.20000 0.40000],[0.00000 0.00000],0.5692154332338015
67000,[0.20000 0.40000],[0.00000 0.00000],0.5690306591872659
67050,[0.20000 0.40000],[0.00000 0.00000],0.5688411424814648
67100,[0.20000 0.40000],[0.00000 0.00000],0.568650379527156
67150,[0.20000 0.40000],[0.00000 0.00000],0.5684784421394367
67200,[0.20000 0.40000],[0.00000 0.00000],0.5682991415333295
67250,[0.20000 0.40000],[0.00000 0.00000],0.5681338511911215
67300,[0.20000 0.40000],[0.00000 0.00000],0.5679524796681473
67350,[0.20000 0.40000],[0.00000 0.00000],0.567792955488186
67400,[0.20000 0.40000],[0.00000 0.00000],0.567605157959546
67450,[0.20000 0.40000],[0.00000 0.00000],0.5674348431710042
67500,[0.20000 0.40000],[0.00000 0.00000],0.5672645794868724
67550,[0.20000 0.40000],[0.00000 0.00000],0.5670673813511661
67600,[0.20000 0.40000],[0.00000 0.00000],0.5669072355385814
67650,[0.20000 0.40000],[0.00000 0.00000],0.5667449599845302
67700,[0.20000 0.40000],[0.00000 0.00000],0.5665953422029221
67750,[0.20000 0.40000],[0.00000 0.00000],0.5664348949441581
67800,[0.20000 0.40000],[0.00000 0.00000],0.5662653659276174
67850,[0.20000 0.40000],[0.00000 0.00000],0.5661063156172931
67900,[0.20000 0.40000],[0.00000 0.00000],0.5659277631903461
67950,[0.20000 0.40000],[0.00000 0.00000],0.5657562147800343
68000,[0.20000 0.40000],[0.00000 0.00000],0.5655942687023409
68050,[0.20000 0.40000],[0.00000 0.00000],0.5654171796969154
68100,[0.20000 0.40000],[0.00000 0.00000],0.5652405799765221
68150,[0.20000 0.40000],[0.00000 0.00000],0.565031074972497
68200,[0.20000 0.40000],[0.00000 0.00000],0.5648715042343221
68250,[0.20000 0.40000],[0.00000 0.00000],0.5646998425820996
68300,[0.20000 0.40000],[0.00000 0.00000],0.5645083020430083
68350,[0.20000 0.40000],[0.00000 0.00000],0.5643419485236283
68400,[0.20000 0.40000],[0.00000 0.00000],0.5641769430904673
68450,[0.20000 0.40000],[0.00000 0.00000],0.5639873114160308
68500,[0.20000 0.40000],[0.00000 0.00000],0.5638098600722415
68550,[0.20000 0.40000],[0.00000 0.00000],0.5636532299311131
68600,[0.20000 0.40000],[0.00000 0.00000],0.563509618441973
68650,[0.20000 0.40000],[0.00000 0.00000],0.5633573956211831
68700,[0.20000 0.40000],[0.00000 0.00000],0.5631818715018729
68750,[0.20000 0.40000],[0.00000 0.00000],0.5630115875747322
68800,[0.20000 0.40000],[0.00000 0.00000],0.5628456751183402
68850,[0.20000 0.40000],[0.00000 0.00000],0.5626880171956936
68900,[0.20000 0.40000],[0.00000 0.00000],0.5624859341140198
68950,[0.20000 0.40000],[0.00000 0.00000],0.5623141342399829
69000,[0.20000 0.40000],[0.00000 0.00000],0.5621479958496476
69050,[0.20000 0.40000],[0.00000 0.00000],0.561993121420984
69100,[0.20000 0.40000],[0.00000 0.00000],0.5618244905720663
69150,[0.20000 0.40000],[0.00000 0.00000],0.5616399603355978
69200,[0.20000 0.40000],[0.00000 0.00000],0.5614899664073374
69250,[0.20000 0.40000],[0.00000 0.00000],0.5613438901499138
69300,[0.20000 0.40000],[0.00000 0.00000],0.5611793305844914
69350,[0.20000 0.40000],[0.00000 0.00000],0.561013958071265
69400,[0.20000 0.40000],[0.00000 0.00000],0.5608477733574356
69450,[0.20000 0.40000],[0.00000 0.00000],0.5606472118032829
69500,[0.20000 0.40000],[0.00000 0.00000],0.5604587665453815
69550,[0.20000 0.40000],[0.00000 0.00000],0.5603090880716985
69600,[0.20000 0.40000],[0.00000 0.00000],0.5601250555664371
69650,[0.20000 0.40000],[0.00000 0.00000],0.5599612830918603
69700,[0.20000 0.40000],[0.00000 0.00000],0.5598052924444927
69750,[0.20000 0.40000],[0.00000 0.00000],0.5596549293876255
69800,[0.20000 0.40000],[0.00000 0.00000],0.5594706823298167
69850,[0.20000 0.40000],[0.00000 0.00000],0.5592972277381836
69900,[0.20000 0.40000],[0.00000 0.00000],0.559143997026699
69950,[0.20000 0.40000],[0.00000 0.00000],0.5589787952685097
70000,[0.20000 0.40000],[0.00000 0.00000],0.5588325144727507
70050,[0.20000 0.40000],[0.00000 0.00000],0.5586768382709583
70100,[0.20000 0.40000],[0.00000 0.00000],0.5585203480754294
70150,[0.20000 0.40000],[0.00000 0.00000],0.5583639017141514
70200,[0.20000 0.40000],[0.00000 0.00000],0.5581989304388402
70250,[0.20000 0.40000],[0.00000 0.00000],0.5580305814601634
70300,[0.20000 0.40000],[0.00000 0.00000],0.5578464409996821
70350,[0.20000 0.40000],[0.00000 0.00000],0.5576803385026912
70400,[0.20000 0.40000],[0.00000 0.00000],0.5575207041211888
70450,[0.20000 0.40000],[0.00000 0.00000],0.5573683879199212
70500,[0.20000 0.40000],[0.00000 0.00000],0.5572332207613498
70550,[0.20000 0.40000],[0.00000 0.00000],0.5570655905975826
70600,[0.20000 0.40000],[0.00000 0.00000],0.556897155991921
70650,[0.20000 0.40000],[0.00000 0.00000],0.5567133895422816
70700,[0.20000 0.40000],[0.00000 0.00000],0.5565429256117862
70750,[0.20000 0.40000],[0.00000 0.00000],0.5563900224514138
70800,[0.20000 0.40000],[0.00000 0.00000],0.5562375882272208
70850,[0.20000 0.40000],[0.00000 0.00000],0.5560698307759351
70900,[0.20000 0.40000],[0.00000 0.00000],0.5558935905716887
70950,[0.20000 0.40000],[0.00000 0.00000],0.5557498233645625
71000,[0.20000 0.40000],[0.00000 0.00000],0.5555715524944217
71050,[0.20000 0.40000],[0.00000 0.00000],0.5553856658196568
71100,[0.20000 0.40000],[0.00000 0.00000],0.555222000626801
71150,[0.20000 0.40000],[0.00000 0.00000],0.5550473071751605
71200,[0.20000 0.40000],[0.00000 0.00000],0.5548884264912499
71250,[0.20000 0.40000],[0.00000 0.00000],0.5547381067657492
71300,[0.20000 0.40000],[0.00000 0.00000],0.5545916587322118
71350,[0.20000 0.40000],[0.00000 0.00000],0.5544452493602086
71400,[0.20000 0.40000],[0.00000 0.00000],0.5542920716395436
71450,[0.20000 0.40000],[0.00000 0.00000],0.5541308552668469
71500,[0.20000 0.40000],[0.00000 0.00000],0.5539446002927135
71550,[0.20000 0.40000],[0.00000 0.00000],0.5537749841569842
71600,[0.20000 0.40000],[0.00000 0.00000],0.553623266375068
71650,[0.20000 0.40000],[0.00000 0.00000],0.5534715901592854
71700,[0.20000 0.40000],[0.00000 0.00000],0.5533237777102944
71750,[0.20000 0.40000],[0.00000 0.00000],0.5531560499177601
71800,[0.20000 0.40000],[0.00000 0.00000],0.5529773377874858
71850,[0.20000 0.40000],[0.00000 0.00000],0.5528016534236974
71900,[0.20000 0.40000],[0.00000 0.00000],0.5526226316371564
71950,[0.20000 0.40000],[0.00000 0.00000],0.552478014204448
72000,[0.20000 0.40000],[0.00000 0.00000],0.5523440330082198
72050,[0.20000 0.40000],[0.00000 0.00000],0.5522037267867678
72100,[0.20000 0.40000],[0.00000 0.00000],0.5520541343485983
72150,[0.20000 0.40000],[0.00000 0.00000],0.5518745074826887
72200,[0.20000 0.40000],[0.00000 0.00000],0.551697903162165
72250,[0.20000 0.40000],[0.00000 0.00000],0.5515361713453928
72300,[0.20000 0.40000],[0.00000 0.00000],0.5513719477732629
72350,[0.20000 0.40000],[0.00000 0.00000],0.5512179268157269
72400,[0.20000 0.40000],[0.00000 0.00000],0.5510546439025164
72450,[0.20000 0.40000],[0.00000 0.00000],0.5509049399165039
72500,[0.20000 0.40000],[0.00000 0.00000],0.550750203980095
72550,[0.20000 0.40000],[0.00000 0.00000],0.5505557887570534
72600,[0.20000 0.40000],[0.00000 0.00000],0.550394391754382
72650,[0.20000 0.40000],[0.00000 0.00000],0.5502182610829015
72700,[0.20000 0.40000],[0.00000 0.00000],0.5500578073967232
72750,[0.20000 0.40000],[0.00000 0.00000],0.5499092183606198
72800,[0.20000 0.40000],[0.00000 0.00000],0.5497551840509625
72850,[0.20000 0.40000],[0.00000 0.00000],0.5495746179563635
72900,[0.20000 0.40000],[0.00000 0.00000],0.5493936894929701
72950,[0.20000 0.40000],[0.00000 0.00000],0.5492136636675076
73000,[0.20000 0.40000],[0.00000 0.00000],0.5490484459939119
73050,[0.20000 0.40000],[0.00000 0.00000],0.5488478913501044
73100,[0.20000 0.40000],[0.00000 0.00000],0.5487232136413098
73150,[0.20000 0.40000],[0.00000 0.00000],0.5485758272180462
73200,[0.20000 0.40000],[0.00000 0.00000],0.5484057503952674
73250,[0.20000 0.40000],[0.00000 0.00000],0.5482761232913885
73300,[0.20000 0.40000],[0.00000 0.00000],0.5481132911126373
73350,[0.20000 0.40000],[0.00000 0.00000],0.547949245592094
73400,[0.20000 0.40000],[0.00000 0.00000],0.5477923967077506
73450,[0.20000 0.40000],[0.00000 0.00000],0.5476313894785692
73500,[0.20000 0.40000],[0.00000 0.00000],0.5474855569486492
73550,[0.20000 0.40000],[0.00000 0.00000],0.5473301010665179
73600,[0.20000 0.40000],[0.00000 0.00000],0.5471881285973905
73650,[0.20000 0.40000],[0.00000 0.00000],0.5470277188339185
73700,[0.20000 0.40000],[0.00000 0.00000],0.5468778496008857
73750,[0.20000 0.40000],[0.00000 0.00000],0.5467263429130592
73800,[0.20000 0.40000],[0.00000 0.00000],0.5465555809999829
73850,[0.20000 0.40000],[0.00000 0.00000],0.5464041635932434
73900,[0.20000 0.40000],[0.00000 0.00000],0.5462481762449539
73950,[0.20000 0.40000],[0.00000 0.00000],0.5460909760055135
74000,[0.20000 0.40000],[0.00000 0.00000],0.5459359161079123
74050,[0.20000 0.40000],[0.00000 0.00000],0.5458039403528148
74100,[0.20000 0.40000],[0.00000 0.00000],0.5456573380429954
74150,[0.20000 0.40000],[0.00000 0.00000],0.5455032386525733
74200,[0.20000 0.40000],[0.00000 0.00000],0.5453558799580284
74250,[0.20000 0.40000],[0.00000 0.00000],0.5452110718539936
74300,[0.20000 0.40000],[0.00000 0.00000],0.5450612819777413
74350,[0.20000 0.40000],[0.00000 0.00000],0.5449086056168305
74400,[0.20000 0.40000],[0.00000 0.00000],0.5447417562749256
74450,[0.20000 0.40000],[0.00000 0.00000],0.5445707782705509
74500,[0.20000 0.40000],[0.00000 0.00000],0.5443960933630373
74550,[0.20000 0.40000],[0.00000 0.00000],0.5442390084001554
74600,[0.20000 0.40000],[0.00000 0.00000],0.5441024314676085
74650,[0.20000 0.40000],[0.00000 0.00000],0.5439433437768525
74700,[0.20000 0.40000],[0.00000 0.00000],0.5438047541095551
74750,[0.20000 0.40000],[0.00000 0.00000],0.54364992610673
74800,[0.20000 0.40000],[0.00000 0.00000],0.5435022337465735
74850,[0.20000 0.40000],[0.00000 0.00000],0.5433470748406203
74900,[0.20000 0.40000],[0.00000 0.00000],0.5431836219886634
74950,[0.20000 0.40000],[0.00000 0.00000],0.5430331387472808
75000,[0.20000 0.40000],[0.00000 0.00000],0.542893947614702
75050,[0.20000 0.40000],[0.00000 0.00000],0.5427239661376015
75100,[0.20000 0.40000],[0.00000 0.00000],0.5425873529539944
75150,[0.20000 0.40000],[0.00000 0.00000],0.5424199654029636
75200,[0.20000 0.40000],[0.00000 0.00000],0.5422359819753932
75250,[0.20000 0.40000],[0.00000 0.00000],0.5420795203105502
75300,[0.20000 0.40000],[0.00000 0.00000],0.5419330864769955
75350,[0.20000 0.40000],[0.00000 0.00000],0.5417742172441377
75400,[0.20000 0.40000],[0.00000 0.00000],0.5416025078770426
75450,[0.20000 0.40000],[0.00000 0.00000],0.5414458134253558
75500,[0.20000 0.40000],[0.00000 0.00000],0.5412845943245695
75550,[0.20000 0.40000],[0.00000 0.00000],0.5411263305286854
75600,[0.20000 0.40000],[0.00000 0.00000],0.5409647913500796
75650,[0.20000 0.40000],[0.00000 0.00000],0.540809941745531
75700,[0.20000 0.40000],[0.00000 0.00000],0.5406543065305657
75750,[0.20000 0.40000],[0.00000 0.00000],0.540501205198875
75800,[0.20000 0.40000],[0.00000 0.00000],0.5403390231834737
75850,[0.20000 0.40000],[0.00000 0.00000],0.5402067419351092
75900,[0.20000 0.40000],[0.00000 0.00000],0.5400367728412295
75950,[0.20000 0.40000],[0.00000 0.00000],0.5398759732916716
76000,[0.20000 0.40000],[0.00000 0.00000],0.5397330345250694
76050,[0.20000 0.40000],[0.00000 0.00000],0.539566113395413
76100,[0.20000 0.40000],[0.00000 0.00000],0.539419944496978
76150,[0.20000 0.40000],[0.00000 0.00000],0.5392473257376699
76200,[0.20000 0.40000],[0.00000 0.00000],0.5390764172409892
76250,[0.20000 0.40000],[0.00000 0.00000],0.5389014266746939
76300,[0.20000 0.40000],[0.00000 0.00000],0.5387314547896185
76350,[0.20000 0.40000],[0.00000 0.00000],0.5385652567785717
76400,[0.20000 0.40000],[0.00000 0.00000],0.5384164662558681
76450,[0.20000 0.40000],[0.00000 0.00000],0.5382796979096327
76500,[0.20000 0.40000],[0.00000 0.00000],0.5381086830780919
76550,[0.20000 0.40000],[0.00000 0.00000],0.537939786995297
76600,[0.20000 0.40000],[0.00000 0.00000],0.5377998375117718
76650,[0.20000 0.40000],[0.00000 0.00000],0.537633926903544
76700,[0.20000 0.40000],[0.00000 0.00000],0.5374829184752349
76750,[0.20000 0.40000],[0.00000 0.00000],0.5373195800785637
76800,[0.20000 0.40000],[0.00000 0.00000],0.5371731951758671
76850,[0.20000 0.40000],[0.00000 0.00000],0.5370223161560104
76900,[0.20000 0.40000],[0.00000 0.00000],0.5368603538993277
76950,[0.20000 0.40000],[0.00000 0.00000],0.5367103866293124
77000,[0.20000 0.40000],[0.00000 0.00000],0.5365460475568897
77050,[0.20000 0.40000],[0.00000 0.00000],0.5363739367855553
77100,[0.20000 0.40000],[0.00000 0.00000],0.5362154625501616
77150,[0.20000 0.40000],[0.00000 0.00000],0.5360352293143523
77200,[0.20000 0.40000],[0.00000 0.00000],0.535873564756308
77250,[0.20000 0.40000],[0.00000 0.00000],0.5357222284067087
77300,[0.20000 0.40000],[0.00000 0.00000],0.5355923106486052
77350,[0.20000 0.40000],[0.00000 0.00000],0.5354722880700156
77400,[0.20000 0.40000],[0.00000 0.00000],0.5353317478784146
77450,[0.20000 0.40000],[0.00000 0.00000],0.5351834399151854
77500,[0.20000 0.40000],[0.00000 0.00000],0.5350125875088998
77550,[0.20000 0.40000],[0.00000 0.00000],0.534864367965656
77600,[0.20000 0.40000],[0.00000 0.00000],0.5347297331813737
77650,[0.20000 0.40000],[0.00000 0.00000],0.5345643594032027
77700,[0.20000 0.40000],[0.00000 0.00000],0.5344228269513385
77750,[0.20000 0.40000],[0.00000 0.00000],0.5342641090542973
77800,[0.20000 0.40000],[0.00000 0.00000],0.5341054382947835
77850,[0.20000 0.40000],[0.00000 0.00000],0.5339505030454652
77900,[0.20000 0.40000],[0.00000 0.00000],0.5338083136929059
77950,[0.20000 0.40000],[0.00000 0.00000],0.5336616565808657
78000,[0.20000 0.40000],[0.00000 0.00000],0.5335101259285383
78050,[0.20000 0.40000],[0.00000 0.00000],0.5333557727351249
78100,[0.20000 0.40000],[0.00000 0.00000],0.533221108428356
78150,[0.20000 0.40000],[0.00000 0.00000],0.5330742034938387
78200,[0.20000 0.40000],[0.00000 0.00000],0.5329130229349073
78250,[0.20000 0.40000],[0.00000 0.00000],0.5327694741948208
78300,[0.20000 0.40000],[0.00000 0.00000],0.5326071593992615
78350,[0.20000 0.40000],[0.00000 0.00000],0.5324661451400344
78400,[0.20000 0.40000],[0.00000 0.00000],0.5323026970837488
78450,[0.20000 0.40000],[0.00000 0.00000],0.5321384823367851
78500,[0.20000 0.40000],[0.00000 0.00000],0.5319935089487956
78550,[0.20000 0.40000],[0.00000 0.00000],0.5318355125333694
78600,[0.20000 0.40000],[0.00000 0.00000],0.5316869489090806
78650,[0.20000 0.40000],[0.00000 0.00000],0.5315168047711109
78700,[0.20000 0.40000],[0.00000 0.00000],0.5313683301750638
78750,[0.20000 0.40000],[0.00000 0.00000],0.5312048113937798
78800,[0.20000 0.40000],[0.00000 0.00000],0.5310560163496568
78850,[0.20000 0.40000],[0.00000 0.00000],0.5309154127745228
78900,[0.20000 0.40000],[0.00000 0.00000],0.530766698793447
78950,[0.20000 0.40000],[0.00000 0.00000],0.5306204700603804
79000,[0.20000 0.40000],[0.00000 0.00000],0.5304478172604215
79050,[0.20000 0.40000],[0.00000 0.00000],0.5302931289964621
79100,[0.20000 0.40000],[0.00000 0.00000],0.5301303479783874
79150,[0.20000 0.40000],[0.00000 0.00000],0.5299794132497113
79200,[0.20000 0.40000],[0.00000 0.00000],0.5298240482703174
79250,[0.20000 0.40000],[0.00000 0.00000],0.5296561263775728
79300,[0.20000 0.40000],[0.00000 0.00000],0.5295045138456168
79350,[0.20000 0.40000],[0.00000 0.00000],0.5293436000465942
79400,[0.20000 0.40000],[0.00000 0.00000],0.5292131982322028
79450,[0.20000 0.40000],[0.00000 0.00000],0.5290475002325625
79500,[0.20000 0.40000],[0.00000 0.00000],0.5288960619180756
79550,[0.20000 0.40000],[0.00000 0.00000],0.528725593449518
79600,[0.20000 0.40000],[0.00000 0.00000],0.5285876354084709
79650,[0.20000 0.40000],[0.00000 0.00000],0.528428216993798
79700,[0.20000 0.40000],[0.00000 0.00000],0.5282696575818987
79750,[0.20000 0.40000],[0.00000 0.00000],0.5281257381989297
79800,[0.20000 0.40000],[0.00000 0.00000],0.5279611911355514
79850,[0.20000 0.40000],[0.00000 0.00000],0.5278060126974954
79900,[0.20000 0.40000],[0.00000 0.00000],0.5276237464370549
79950,[0.20000 0.40000],[0.00000 0.00000],0.5274771690397466
80000,[0.20000 0.40000],[0.00000 0.00000],0.5273257754903706
80050,[0.20000 0.40000],[0.00000 0.00000],0.527186968803407
80100,[0.20000 0.40000],[0.00000 0.00000],0.527052243914133
80150,[0.20000 0.40000],[0.00000 0.00000],0.526918766728283
80200,[0.20000 0.40000],[0.00000 0.00000],0.5267707679305353
80250,[0.20000 0.40000],[0.00000 0.00000],0.5266256400952987
80300,[0.20000 0.40000],[0.00000 0.00000],0.526470854202618
80350,[0.20000 0.40000],[0.00000 0.00000],0.5262922805540613
80400,[0.20000 0.40000],[0.00000 0.00000],0.5261319391154835
80450,[0.20000 0.40000],[0.00000 0.00000],0.5259502509597332
80500,[0.20000 0.40000],[0.00000 0.00000],0.5258061563224579
80550,[0.20000 0.40000],[0.00000 0.00000],0.5256532251051429
80600,[0.20000 0.40000],[0.00000 0.00000],0.5254987250248337
80650,[0.20000 0.40000],[0.00000 0.00000],0.525316852339977
80700,[0.20000 0.40000],[0.00000 0.00000],0.5251834115526927
80750,[0.20000 0.40000],[0.00000 0.00000],0.5250270346904845
80800,[0.20000 0.40000],[0.00000 0.00000],0.524877552938815
80850,[0.20000 0.40000],[0.00000 0.00000],0.5247430154753603
80900,[0.20000 0.40000],[0.00000 0.00000],0.5246254241497164
80950,[0.20000 0.40000],[0.00000 0.00000],0.5244820950300909
81000,[0.20000 0.40000],[0.00000 0.00000],0.5243343781931054
81050,[0.20000 0.40000],[0.00000 0.00000],0.5241585407447215
81100,[0.20000 0.40000],[0.00000 0.00000],0.5240101106487506
81150,[0.20000 0.40000],[0.00000 0.00000],0.5238440314194588
81200,[0.20000 0.40000],[0.00000 0.00000],0.5236981020989001
81250,[0.20000 0.40000],[0.00000 0.00000],0.5235321217572785
81300,[0.20000 0.40000],[0.00000 0.00000],0.5234007412237711
81350,[0.20000 0.40000],[0.00000 0.00000],0.5232513208877714
81400,[0.20000 0.40000],[0.00000 0.00000],0.5230911029399533
81450,[0.20000 0.40000],[0.00000 0.00000],0.5229301313223467
81500,[0.20000 0.40000],[0.00000 0.00000],0.5228125449780474
81550,[0.20000 0.40000],[0.00000 0.00000],0.5226753274658089
81600,[0.20000 0.40000],[0.00000 0.00000],0.5225317290015391
81650,[0.20000 0.40000],[0.00000 0.00000],0.5223665192599819
81700,[0.20000 0.40000],[0.00000 0.00000],0.5222157909092672
81750,[0.20000 0.40000],[0.00000 0.00000],0.5220651060510707
81800,[0.20000 0.40000],[0.00000 0.00000],0.5219188711171545
81850,[0.20000 0.40000],[0.00000 0.00000],0.5217478482652467
81900,[0.20000 0.40000],[0.00000 0.00000],0.5216009015103804
81950,[0.20000 0.40000],[0.00000 0.00000],0.5214620008181685
82000,[0.20000 0.40000],[0.00000 0.00000],0.521306732030818
82050,[0.20000 0.40000],[0.00000 0.00000],0.5211523094735296
82100,[0.20000 0.40000],[0.00000 0.00000],0.5209919344837739
82150,[0.20000 0.40000],[0.00000 0.00000],0.5208312090935749
82200,[0.20000 0.40000],[0.00000 0.00000],0.5206893162076804
82250,[0.20000 0.40000],[0.00000 0.00000],0.5205586490770265
82300,[0.20000 0.40000],[0.00000 0.00000],0.5204096406715957
82350,[0.20000 0.40000],[0.00000 0.00000],0.5202574804105967
82400,[0.20000 0.40000],[0.00000 0.00000],0.5200985783577964
82450,[0.20000 0.40000],[0.00000 0.00000],0.5199425183253042
82500,[0.20000 0.40000],[0.00000 0.00000],0.5198044582198708
82550,[0.20000 0.40000],[0.00000 0.00000],0.5196616484907738
82600,[0.20000 0.40000],[0.00000 0.00000],0.5195156880428481
82650,[0.20000 0.40000],[0.00000 0.00000],0.5193466485066354
82700,[0.20000 0.40000],[0.00000 0.00000],0.5192015735378794
82750,[0.20000 0.40000],[0.00000 0.00000],0.5190322378358387
82800,[0.20000 0.40000],[0.00000 0.00000],0.518873710008434
82850,[0.20000 0.40000],[0.00000 0.00000],0.5187283690120443
82900,[0.20000 0.40000],[0.00000 0.00000],0.5185858549249056
82950,[0.20000 0.40000],[0.00000 0.00000],0.5184429820718714
83000,[0.20000 0.40000],[0.00000 0.00000],0.5183013420125532
83050,[0.20000 0.40000],[0.00000 0.00000],0.5181680924652616
83100,[0.20000 0.40000],[0.00000 0.00000],0.5180396484744717
83150,[0.20000 0.40000],[0.00000 0.00000],0.5178877836712388
83200,[0.20000 0.40000],[0.00000 0.00000],0.5177315922586505
83250,[0.20000 0.40000],[0.00000 0.00000],0.5175988864593966
83300,[0.20000 0.40000],[0.00000 0.00000],0.5174539025520657
83350,[0.20000 0.40000],[0.00000 0.00000],0.5172744171202218
83400,[0.20000 0.40000],[0.00000 0.00000],0.5171275395454685
83450,[0.20000 0.40000],[0.00000 0.00000],0.5169866556704633
83500,[0.20000 0.40000],[0.00000 0.00000],0.5168604880569472
83550,[0.20000 0.40000],[0.00000 0.00000],0.5167180905506369
83600,[0.20000 0.40000],[0.00000 0.00000],0.5165888164965985
83650,[0.20000 0.40000],[0.00000 0.00000],0.5164286567151537
83700,[0.20000 0.40000],[0.00000 0.00000],0.5162982662504648
83750,[0.20000 0.40000],[0.00000 0.00000],0.5161516658490397
83800,[0.20000 0.40000],[0.00000 0.00000],0.5160205531989464
83850,[0.20000 0.40000],[0.00000 0.00000],0.5158831385360737
83900,[0.20000 0.40000],[0.00000 0.00000],0.5157414061401789
83950,[0.20000 0.40000],[0.00000 0.00000],0.515594172389583
84000,[0.20000 0.40000],[0.00000 0.00000],0.5154315517152319
84050,[0.20000 0.40000],[0.00000 0.00000],0.5152867793996642
84100,[0.20000 0.40000],[0.00000 0.00000],0.5151301862997169
84150,[0.20000 0.40000],[0.00000 0.00000],0.5150040764664613
84200,[0.20000 0.40000],[0.00000 0.00000],0.5148724649675375
84250,[0.20000 0.40000],[0.00000 0.00000],0.5147203434444451
84300,[0.20000 0.40000],[0.00000 0.00000],0.5145603680122033
84350,[0.20000 0.40000],[0.00000 0.00000],0.514405180125414
84400,[0.20000 0.40000],[0.00000 0.00000],0.5142409609880579
84450,[0.20000 0.40000],[0.00000 0.00000],0.5141020472817351
84500,[0.20000 0.40000],[0.00000 0.00000],0.5139643545459545
84550,[0.20000 0.40000],[0.00000 0.00000],0.5138314312292113
84600,[0.20000 0.40000],[0.00000 0.00000],0.5137178622847693
84650,[0.20000 0.40000],[0.00000 0.00000],0.5135779073267301
84700,[0.20000 0.40000],[0.00000 0.00000],0.5134293208497169
84750,[0.20000 0.40000],[0.00000 0.00000],0.5132614738039749
84800,[0.20000 0.40000],[0.00000 0.00000],0.5131051023614954
84850,[0.20000 0.40000],[0.00000 0.00000],0.5129735824316178
84900,[0.20000 0.40000],[0.00000 0.00000],0.5128279260581203
84950,[0.20000 0.40000],[0.00000 0.00000],0.512686246040305
85000,[0.20000 0.40000],[0.00000 0.00000],0.5125418514244572
85050,[0.20000 0.40000],[0.00000 0.00000],0.5123719349391783
85100,[0.20000 0.40000],[0.00000 0.00000],0.5122162276460253
85150,[0.20000 0.40000],[0.00000 0.00000],0.5120625327803671
85200,[0.20000 0.40000],[0.00000 0.00000],0.5119257792082731
85250,[0.20000 0.40000],[0.00000 0.00000],0.5117980969282091
85300,[0.20000 0.40000],[0.00000 0.00000],0.5116610212629682
85350,[0.20000 0.40000],[0.00000 0.00000],0.5115212340541354
85400,[0.20000 0.40000],[0.00000 0.00000],0.511399540344846
85450,[0.20000 0.40000],[0.00000 0.00000],0.5112602169798925
85500,[0.20000 0.40000],[0.00000 0.00000],0.5111123010485521
85550,[0.20000 0.40000],[0.00000 0.00000],0.510967173176923
85600,[0.20000 0.40000],[0.00000 0.00000],0.5108248310141089
85650,[0.20000 0.40000],[0.00000 0.00000],0.5106919357105812
85700,[0.20000 0.40000],[0.00000 0.00000],0.510535955258618
85750,[0.20000 0.40000],[0.00000 0.00000],0.5103651368813196
85800,[0.20000 0.40000],[0.00000 0.00000],0.5102260953245416
85850,[0.20000 0.40000],[0.00000 0.00000],0.5101000115194994
85900,[0.16000 0.36000],[0.00640 0.00640],0.5099739588714792
85950,[0.20000 0.40000],[0.00000 0.00000],0.5098318933923344
86000,[0.20000 0.40000],[0.00000 0.00000],0.5096976915775947
86050,[0.20000 0.40000],[0.00000 0.00000],0.5095412326219554
86100,[0.20000 0.40000],[0.00000 0.00000],0.5093985057328834
86150,[0.20000 0.40000],[0.00000 0.00000],0.5092612910082408
86200,[0.20000 0.40000],[0.00000 0.00000],0.5091229409443603
86250,[0.20000 0.40000],[0.00000 0.00000],0.5089744714035054
86300,[0.20000 0.40000],[0.00000 0.00000],0.5088338559874719
86350,[0.20000 0.40000],[0.00000 0.00000],0.5086807856043147
86400,[0.20000 0.40000],[0.00000 0.00000],0.5085597676533021
86450,[0.20000 0.40000],[0.00000 0.00000],0.5083993656612079
86500,[0.20000 0.40000],[0.00000 0.00000],0.5082889479593922
86550,[0.20000 0.40000],[0.00000 0.00000],0.5081446217652497
86600,[0.20000 0.40000],[0.00000 0.00000],0.5080206119991455
86650,[0.20000 0.40000],[0.00000 0.00000],0.5078545331340746
86700,[0.20000 0.40000],[0.00000 0.00000],0.5077118890206338
86750,[0.20000 0.40000],[0.00000 0.00000],0.5075798035747043
86800,[0.20000 0.40000],[0.00000 0.00000],0.5074578790870675
86850,[0.20000 0.40000],[0.00000 0.00000],0.5073324793458923
86900,[0.20000 0.40000],[0.00000 0.00000],0.5072047748230134
86950,[0.20000 0.40000],[0.00000 0.00000],0.5070599781081713
87000,[0.20000 0.40000],[0.00000 0.00000],0.5069257277776336
