iteration,episode,step,labels,labels_seen,state_0,state_1,reward_0,reward_1,action_0,action_1,available_actions_0,available_actions_1
0,69996,0,"('g1', 'g2')",set(),[0 0 0 1],[0 0 2 6],0.0,0.0,[1],[3],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,1,(),set(),[0 0 1 1],[0 0 2 5],0.0,0.0,[1],[3],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,2,(),set(),[0 0 1 0],[0 0 2 4],0.0,0.0,[1],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,3,"('b',)",{'b'},[0 0 2 0],[0 0 1 4],0.0,0.0,[1],[2],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,4,"('b',)",{'b'},[0 0 2 1],[0 0 1 4],0.0,0.0,[1],[1],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,5,(),{'b'},[0 0 3 1],[0 0 2 4],0.0,0.0,[3],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,6,"('a', 'b')","{'a', 'b'}",[0 2 3 0],[0 2 1 4],0.0,0.0,[2],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,7,"('b',)","{'a', 'b'}",[0 2 3 1],[0 2 1 4],0.0,0.0,[2],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,8,(),"{'a', 'b'}",[0 2 3 2],[0 2 0 4],0.0,0.0,[2],[2],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,9,"('g1',)","{'g1', 'a', 'b'}",[0 3 3 3],[0 3 0 5],0.0,0.0,[1],[2],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,10,"('g1',)","{'g1', 'a', 'b'}",[0 3 3 3],[0 3 0 6],0.0,0.0,[1],[2],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,11,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,12,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,13,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,14,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,15,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,16,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,17,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,18,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,19,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,20,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,21,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,22,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,23,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,24,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,25,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,26,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,27,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,28,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,29,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,30,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,31,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,32,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,33,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,34,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,35,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,36,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
0,69996,37,"('g1', 'g2')","{'b', 'g2', 'a', 'g1'}",[0 5 3 3],[0 5 0 7],0.010000000000000009,0.010000000000000009,[0],[0],"[0, 1, 2, 3]","[0, 1, 2, 3]"
